TRAIN_CORPUS=./input/wsj-02-21clean.mrg
TEST_CORPUS=./input/wsj-22clean.mrg
nBestCharniakParsesFile=./input/WSJ22Charniak_best10_noAux.txt
nBest=5
0 sentences were reranked out of 0

PROBABILITY_MODEL=topdown_with_path
INCLUDE_DISCONTIGUITIES=true
INCLUDE_DISCONTIGUITIES_ALTERNATIVE=false
LAMBDA_1=0.1; LAMBDA_2=0.2; LAMBDA_3=0.1
BACK_OFF_FACTOR=4.0
MAX_SENTENCE_SIZE_FOR_TESTSENTENCES=40
SMOOTH_FOR_UNKNOWN_WORDS=true
DO_LEMMATIZATION=true
CONVERT_INITIAL_WORD2LOWERCASE=false
WORD_FREQUENCY_THRESHOLD_FOR_SMOOTHING=4
MINIMUM_NUMBER_UNIQUE_WORDS_PER_UNKNOWN_CLASS=3
SMOOTH_FOR_UNKNOWN_PRODUCTIONS=true
DO_HORIZONTAL_MARKOVIZATION=true

Test sent.;length;depth;#cstit;ch;#mcst;#cst;h1;#cand;#mcst;#cst;h2;#cand;#mcst;#cst;h3;#cand;#mcst;#cst;h4;#cand;#mcst;#cst;h5;#cand;#mcst;#cst;h6;#cand;#mcst;#cst;h7;#cand;#mcst;#cst;h8;#cand;#mcst;#cst;h9;#cand;#mcst;#cst;h10;#cand;#mcst;#cst;h11;#cand;#mcst;#cst;h12;#cand;#mcst;#cst;h13;#cand;#mcst;#cst;h14;#cand;#mcst;#cst;ran;#cand;#mcst;#cst
767;23;18;16;ch;14;15;1;4;15;15;2;4;15;15;3;4;15;15;4;4;15;15;5;4;15;15;6;4;15;15;7;4;15;15;8;4;15;15;9;4;15;15;10;4;15;15;11;4;15;15;12;4;15;15;13;4;15;15;14;4;15;15;ran;1;15;15
768;25;14;18;ch;18;19;1;0;18;19;2;0;18;19;3;0;18;19;4;0;18;19;5;0;18;19;6;0;18;19;7;0;18;19;8;0;18;19;9;0;18;19;10;0;18;19;11;0;18;19;12;0;18;19;13;0;18;19;14;0;18;19;ran;1;18;19
770;14;7;8;ch;7;9;1;2;5;8;2;2;5;8;3;2;5;8;4;2;5;8;5;2;5;8;6;2;5;8;7;2;5;8;8;2;5;8;9;2;5;8;10;2;5;8;11;2;5;8;12;2;5;8;13;2;5;8;14;2;5;8;ran;2;5;8
771;30;20;22;ch;20;21;1;4;17;21;2;1;22;22;3;0;20;21;4;1;22;22;5;1;22;22;6;1;22;22;7;1;22;22;8;0;20;21;9;0;20;21;10;0;20;21;11;0;20;21;12;0;20;21;13;0;20;21;14;0;20;21;ran;0;20;21
773;38;20;27;ch;26;27;1;1;25;26;2;0;26;27;3;0;26;27;4;0;26;27;5;0;26;27;6;0;26;27;7;0;26;27;8;0;26;27;9;0;26;27;10;0;26;27;11;0;26;27;12;0;26;27;13;0;26;27;14;0;26;27;ran;4;25;26
774;8;5;3;ch;3;3;1;0;3;3;2;0;3;3;3;0;3;3;4;0;3;3;5;0;3;3;6;0;3;3;7;0;3;3;8;0;3;3;9;0;3;3;10;0;3;3;11;0;3;3;12;0;3;3;13;0;3;3;14;0;3;3;ran;4;3;4
775;3;4;1;ch;1;1;1;0;1;1;2;0;1;1;3;0;1;1;4;0;1;1;5;0;1;1;6;0;1;1;7;0;1;1;8;0;1;1;9;0;1;1;10;0;1;1;11;0;1;1;12;0;1;1;13;0;1;1;14;0;1;1;ran;3;1;1
776;33;11;20;ch;17;21;1;2;17;21;2;2;17;21;3;2;17;21;4;2;17;21;5;2;17;21;6;2;17;21;7;2;17;21;8;2;17;21;9;2;17;21;10;2;17;21;11;2;17;21;12;2;17;21;13;2;17;21;14;2;17;21;ran;0;17;21
777;34;12;22;ch;19;22;1;0;19;22;2;2;19;21;3;2;19;21;4;2;19;21;5;0;19;22;6;0;19;22;7;1;15;22;8;1;15;22;9;1;15;22;10;1;15;22;11;1;15;22;12;1;15;22;13;1;15;22;14;1;15;22;ran;1;15;22
778;31;15;23;ch;19;23;1;1;23;23;2;1;23;23;3;1;23;23;4;1;23;23;5;1;23;23;6;1;23;23;7;1;23;23;8;1;23;23;9;1;23;23;10;1;23;23;11;1;23;23;12;1;23;23;13;1;23;23;14;1;23;23;ran;1;23;23
779;36;10;21;ch;18;22;1;0;18;22;2;0;18;22;3;0;18;22;4;0;18;22;5;0;18;22;6;0;18;22;7;0;18;22;8;0;18;22;9;0;18;22;10;0;18;22;11;0;18;22;12;0;18;22;13;0;18;22;14;0;18;22;ran;2;18;22
780;10;7;5;ch;5;5;1;3;4;5;2;0;5;5;3;0;5;5;4;0;5;5;5;0;5;5;6;0;5;5;7;0;5;5;8;0;5;5;9;1;5;5;10;1;5;5;11;1;5;5;12;1;5;5;13;1;5;5;14;1;5;5;ran;4;5;5
782;33;19;22;ch;14;24;1;1;19;22;2;1;19;22;3;1;19;22;4;0;14;24;5;0;14;24;6;0;14;24;7;0;14;24;8;0;14;24;9;0;14;24;10;0;14;24;11;0;14;24;12;0;14;24;13;0;14;24;14;0;14;24;ran;2;13;24
783;27;10;17;ch;17;17;1;0;17;17;2;0;17;17;3;0;17;17;4;0;17;17;5;0;17;17;6;0;17;17;7;0;17;17;8;0;17;17;9;0;17;17;10;0;17;17;11;0;17;17;12;0;17;17;13;0;17;17;14;0;17;17;ran;2;17;17
784;30;7;14;ch;13;14;1;2;13;14;2;2;13;14;3;2;13;14;4;1;14;14;5;0;13;14;6;0;13;14;7;0;13;14;8;0;13;14;9;0;13;14;10;0;13;14;11;0;13;14;12;0;13;14;13;0;13;14;14;0;13;14;ran;1;14;14
785;25;14;18;ch;14;17;1;1;14;17;2;1;14;17;3;1;14;17;4;1;14;17;5;1;14;17;6;1;14;17;7;1;14;17;8;1;14;17;9;1;14;17;10;1;14;17;11;1;14;17;12;1;14;17;13;1;14;17;14;1;14;17;ran;3;13;17
786;7;5;3;ch;2;3;1;1;3;3;2;1;3;3;3;1;3;3;4;1;3;3;5;0;2;3;6;0;2;3;7;0;2;3;8;0;2;3;9;0;2;3;10;0;2;3;11;0;2;3;12;0;2;3;13;0;2;3;14;1;3;3;ran;3;2;3
787;12;11;7;ch;7;8;1;4;6;7;2;1;7;7;3;1;7;7;4;0;7;8;5;0;7;8;6;0;7;8;7;1;7;7;8;1;7;7;9;1;7;7;10;1;7;7;11;1;7;7;12;1;7;7;13;1;7;7;14;1;7;7;ran;3;6;8
788;39;11;19;ch;12;18;1;0;12;18;2;0;12;18;3;0;12;18;4;0;12;18;5;0;12;18;6;0;12;18;7;0;12;18;8;0;12;18;9;0;12;18;10;0;12;18;11;0;12;18;12;0;12;18;13;0;12;18;14;0;12;18;ran;2;12;21
789;15;6;6;ch;6;6;1;2;5;7;2;0;6;6;3;0;6;6;4;0;6;6;5;1;6;6;6;1;6;6;7;1;6;6;8;1;6;6;9;1;6;6;10;1;6;6;11;1;6;6;12;1;6;6;13;1;6;6;14;1;6;6;ran;1;6;6
790;12;6;5;ch;5;5;1;1;5;5;2;1;5;5;3;0;5;5;4;0;5;5;5;0;5;5;6;0;5;5;7;0;5;5;8;0;5;5;9;0;5;5;10;0;5;5;11;0;5;5;12;0;5;5;13;0;5;5;14;0;5;5;ran;1;5;5
791;37;13;23;ch;21;23;1;3;21;23;2;3;21;23;3;1;23;23;4;1;23;23;5;3;21;23;6;3;21;23;7;3;21;23;8;3;21;23;9;4;19;22;10;4;19;22;11;4;19;22;12;4;19;22;13;4;19;22;14;4;19;22;ran;4;19;22
792;24;9;14;ch;12;15;1;2;13;15;2;2;13;15;3;2;13;15;4;2;13;15;5;2;13;15;6;2;13;15;7;2;13;15;8;2;13;15;9;2;13;15;10;2;13;15;11;2;13;15;12;2;13;15;13;2;13;15;14;2;13;15;ran;2;13;15
793;26;11;16;ch;12;18;1;3;12;17;2;3;12;17;3;3;12;17;4;2;13;17;5;2;13;17;6;2;13;17;7;2;13;17;8;2;13;17;9;2;13;17;10;2;13;17;11;2;13;17;12;2;13;17;13;2;13;17;14;2;13;17;ran;4;12;17
794;38;16;25;ch;16;23;1;2;16;24;2;2;16;24;3;2;16;24;4;2;16;24;5;2;16;24;6;2;16;24;7;1;16;24;8;4;15;24;9;4;15;24;10;1;16;24;11;4;15;24;12;4;15;24;13;4;15;24;14;4;15;24;ran;0;16;23
795;19;8;8;ch;8;9;1;0;8;9;2;0;8;9;3;0;8;9;4;3;8;9;5;3;8;9;6;3;8;9;7;3;8;9;8;3;8;9;9;3;8;9;10;3;8;9;11;3;8;9;12;3;8;9;13;3;8;9;14;3;8;9;ran;1;8;10
796;28;15;19;ch;18;20;1;3;19;19;2;3;19;19;3;3;19;19;4;3;19;19;5;3;19;19;6;3;19;19;7;3;19;19;8;3;19;19;9;3;19;19;10;3;19;19;11;3;19;19;12;3;19;19;13;3;19;19;14;3;19;19;ran;2;18;20
797;24;15;16;ch;16;16;1;2;13;15;2;2;13;15;3;0;16;16;4;0;16;16;5;0;16;16;6;0;16;16;7;0;16;16;8;0;16;16;9;1;15;15;10;1;15;15;11;1;15;15;12;1;15;15;13;1;15;15;14;1;15;15;ran;2;13;15
798;25;12;17;ch;17;18;1;2;16;17;2;2;16;17;3;2;16;17;4;1;17;18;5;3;17;17;6;3;17;17;7;3;17;17;8;3;17;17;9;3;17;17;10;3;17;17;11;3;17;17;12;3;17;17;13;3;17;17;14;3;17;17;ran;4;17;18
799;4;4;2;ch;2;2;1;0;2;2;2;0;2;2;3;0;2;2;4;0;2;2;5;0;2;2;6;0;2;2;7;0;2;2;8;0;2;2;9;0;2;2;10;0;2;2;11;0;2;2;12;0;2;2;13;0;2;2;14;0;2;2;ran;2;2;2
800;16;10;9;ch;9;9;1;2;9;10;2;2;9;10;3;2;9;10;4;2;9;10;5;2;9;10;6;2;9;10;7;2;9;10;8;2;9;10;9;2;9;10;10;2;9;10;11;2;9;10;12;2;9;10;13;2;9;10;14;2;9;10;ran;1;9;9
801;18;7;11;ch;10;12;1;4;10;11;2;0;10;12;3;0;10;12;4;0;10;12;5;2;10;13;6;2;10;13;7;2;10;13;8;2;10;13;9;2;10;13;10;2;10;13;11;2;10;13;12;2;10;13;13;2;10;13;14;2;10;13;ran;4;10;11
802;25;8;15;ch;13;15;1;3;13;14;2;2;14;15;3;2;14;15;4;2;14;15;5;2;14;15;6;2;14;15;7;2;14;15;8;2;14;15;9;2;14;15;10;2;14;15;11;2;14;15;12;2;14;15;13;2;14;15;14;2;14;15;ran;0;13;15
803;15;9;7;ch;5;7;1;1;7;7;2;1;7;7;3;1;7;7;4;1;7;7;5;1;7;7;6;1;7;7;7;1;7;7;8;1;7;7;9;1;7;7;10;1;7;7;11;1;7;7;12;1;7;7;13;1;7;7;14;1;7;7;ran;1;7;7
804;24;13;14;ch;12;13;1;1;12;13;2;0;12;13;3;0;12;13;4;0;12;13;5;0;12;13;6;0;12;13;7;0;12;13;8;0;12;13;9;0;12;13;10;0;12;13;11;0;12;13;12;0;12;13;13;0;12;13;14;0;12;13;ran;2;14;14
805;12;6;5;ch;5;5;1;1;5;5;2;1;5;5;3;0;5;5;4;0;5;5;5;0;5;5;6;0;5;5;7;0;5;5;8;0;5;5;9;0;5;5;10;0;5;5;11;0;5;5;12;0;5;5;13;0;5;5;14;0;5;5;ran;0;5;5
806;35;13;23;ch;21;24;1;2;21;23;2;3;19;24;3;3;19;24;4;2;21;23;5;2;21;23;6;2;21;23;7;2;21;23;8;2;21;23;9;2;21;23;10;2;21;23;11;2;21;23;12;2;21;23;13;2;21;23;14;2;21;23;ran;0;21;24
807;37;13;23;ch;17;22;1;0;17;22;2;0;17;22;3;3;16;23;4;0;17;22;5;0;17;22;6;0;17;22;7;0;17;22;8;0;17;22;9;0;17;22;10;0;17;22;11;0;17;22;12;0;17;22;13;0;17;22;14;0;17;22;ran;4;16;24
808;24;8;13;ch;12;13;1;4;12;14;2;3;12;12;3;4;12;14;4;4;12;14;5;3;12;12;6;3;12;12;7;3;12;12;8;3;12;12;9;3;12;12;10;3;12;12;11;3;12;12;12;3;12;12;13;3;12;12;14;3;12;12;ran;1;12;12
809;11;6;7;ch;7;7;1;4;6;7;2;4;6;7;3;4;6;7;4;4;6;7;5;4;6;7;6;4;6;7;7;4;6;7;8;1;6;8;9;1;6;8;10;1;6;8;11;1;6;8;12;1;6;8;13;1;6;8;14;1;6;8;ran;1;6;8
810;32;13;20;ch;18;22;1;4;20;21;2;4;20;21;3;4;20;21;4;1;18;21;5;0;18;22;6;0;18;22;7;0;18;22;8;0;18;22;9;1;18;21;10;1;18;21;11;1;18;21;12;1;18;21;13;1;18;21;14;1;18;21;ran;3;17;21
811;12;7;7;ch;7;7;1;2;7;7;2;2;7;7;3;2;7;7;4;2;7;7;5;2;7;7;6;2;7;7;7;2;7;7;8;2;7;7;9;2;7;7;10;2;7;7;11;2;7;7;12;2;7;7;13;2;7;7;14;2;7;7;ran;1;6;7
812;21;10;10;ch;8;9;1;3;9;9;2;3;9;9;3;3;9;9;4;3;9;9;5;3;9;9;6;3;9;9;7;3;9;9;8;3;9;9;9;3;9;9;10;3;9;9;11;3;9;9;12;3;9;9;13;3;9;9;14;3;9;9;ran;0;8;9
813;24;14;14;ch;14;14;1;2;14;14;2;2;14;14;3;2;14;14;4;2;14;14;5;2;14;14;6;2;14;14;7;2;14;14;8;2;14;14;9;2;14;14;10;2;14;14;11;2;14;14;12;2;14;14;13;2;14;14;14;2;14;14;ran;2;14;14
814;25;14;17;ch;17;17;1;2;16;16;2;2;16;16;3;2;16;16;4;2;16;16;5;2;16;16;6;2;16;16;7;2;16;16;8;2;16;16;9;2;16;16;10;2;16;16;11;2;16;16;12;2;16;16;13;2;16;16;14;2;16;16;ran;2;16;16
815;23;10;10;ch;8;12;1;4;8;10;2;4;8;10;3;4;8;10;4;4;8;10;5;1;8;11;6;1;8;11;7;1;8;11;8;1;8;11;9;1;8;11;10;1;8;11;11;1;8;11;12;1;8;11;13;1;8;11;14;1;8;11;ran;2;8;12
816;4;5;2;ch;2;2;1;0;2;2;2;0;2;2;3;0;2;2;4;0;2;2;5;0;2;2;6;0;2;2;7;0;2;2;8;0;2;2;9;0;2;2;10;0;2;2;11;0;2;2;12;0;2;2;13;0;2;2;14;0;2;2;ran;4;2;2
817;6;5;3;ch;3;3;1;0;3;3;2;0;3;3;3;0;3;3;4;0;3;3;5;0;3;3;6;0;3;3;7;0;3;3;8;0;3;3;9;0;3;3;10;0;3;3;11;0;3;3;12;0;3;3;13;0;3;3;14;0;3;3;ran;3;3;3
818;15;7;7;ch;4;9;1;0;4;9;2;0;4;9;3;0;4;9;4;0;4;9;5;0;4;9;6;0;4;9;7;0;4;9;8;0;4;9;9;0;4;9;10;0;4;9;11;0;4;9;12;0;4;9;13;0;4;9;14;0;4;9;ran;0;4;9
819;14;8;6;ch;5;7;1;0;5;7;2;0;5;7;3;0;5;7;4;0;5;7;5;0;5;7;6;0;5;7;7;0;5;7;8;0;5;7;9;0;5;7;10;0;5;7;11;0;5;7;12;0;5;7;13;0;5;7;14;0;5;7;ran;2;5;7
820;17;8;9;ch;9;9;1;1;8;9;2;1;8;9;3;1;8;9;4;1;8;9;5;1;8;9;6;1;8;9;7;1;8;9;8;1;8;9;9;1;8;9;10;1;8;9;11;1;8;9;12;1;8;9;13;1;8;9;14;1;8;9;ran;1;8;9
821;27;8;17;ch;15;16;1;1;16;16;2;1;16;16;3;1;16;16;4;1;16;16;5;1;16;16;6;1;16;16;7;0;15;16;8;0;15;16;9;0;15;16;10;0;15;16;11;0;15;16;12;0;15;16;13;0;15;16;14;0;15;16;ran;1;16;16
822;15;6;8;ch;8;8;1;0;8;8;2;0;8;8;3;0;8;8;4;0;8;8;5;0;8;8;6;0;8;8;7;0;8;8;8;0;8;8;9;0;8;8;10;0;8;8;11;0;8;8;12;0;8;8;13;0;8;8;14;0;8;8;ran;2;8;8
823;26;10;13;ch;11;14;1;0;11;14;2;0;11;14;3;0;11;14;4;0;11;14;5;0;11;14;6;0;11;14;7;4;13;14;8;4;13;14;9;4;13;14;10;0;11;14;11;0;11;14;12;0;11;14;13;0;11;14;14;0;11;14;ran;3;8;15
824;27;11;19;ch;19;19;1;0;19;19;2;0;19;19;3;0;19;19;4;0;19;19;5;0;19;19;6;0;19;19;7;0;19;19;8;0;19;19;9;0;19;19;10;0;19;19;11;0;19;19;12;0;19;19;13;0;19;19;14;0;19;19;ran;4;16;19
825;27;15;17;ch;15;18;1;1;15;17;2;1;15;17;3;1;15;17;4;1;15;17;5;1;15;17;6;1;15;17;7;1;15;17;8;1;15;17;9;1;15;17;10;1;15;17;11;1;15;17;12;1;15;17;13;1;15;17;14;1;15;17;ran;2;16;17
826;15;7;6;ch;6;7;1;0;6;7;2;2;6;7;3;2;6;7;4;2;6;7;5;2;6;7;6;2;6;7;7;2;6;7;8;2;6;7;9;2;6;7;10;2;6;7;11;2;6;7;12;2;6;7;13;2;6;7;14;2;6;7;ran;4;6;6
827;7;6;4;ch;4;4;1;0;4;4;2;0;4;4;3;0;4;4;4;0;4;4;5;0;4;4;6;2;3;3;7;2;3;3;8;2;3;3;9;2;3;3;10;2;3;3;11;2;3;3;12;2;3;3;13;2;3;3;14;2;3;3;ran;4;4;5
828;30;9;17;ch;15;17;1;0;15;17;2;0;15;17;3;0;15;17;4;0;15;17;5;0;15;17;6;0;15;17;7;0;15;17;8;0;15;17;9;0;15;17;10;0;15;17;11;0;15;17;12;0;15;17;13;0;15;17;14;0;15;17;ran;1;15;17
829;27;8;16;ch;16;16;1;0;16;16;2;0;16;16;3;0;16;16;4;0;16;16;5;0;16;16;6;0;16;16;7;0;16;16;8;0;16;16;9;0;16;16;10;0;16;16;11;0;16;16;12;0;16;16;13;0;16;16;14;0;16;16;ran;0;16;16
830;23;10;14;ch;12;16;1;3;12;15;2;3;12;15;3;3;12;15;4;3;12;15;5;3;12;15;6;3;12;15;7;4;12;15;8;4;12;15;9;4;12;15;10;4;12;15;11;4;12;15;12;4;12;15;13;4;12;15;14;4;12;15;ran;0;12;16
831;15;8;6;ch;6;6;1;3;5;5;2;3;5;5;3;3;5;5;4;2;4;5;5;2;4;5;6;1;5;5;7;1;5;5;8;2;4;5;9;2;4;5;10;2;4;5;11;2;4;5;12;2;4;5;13;2;4;5;14;2;4;5;ran;0;6;6
832;27;11;17;ch;16;16;1;0;16;16;2;0;16;16;3;0;16;16;4;0;16;16;5;0;16;16;6;0;16;16;7;0;16;16;8;0;16;16;9;0;16;16;10;0;16;16;11;0;16;16;12;0;16;16;13;0;16;16;14;0;16;16;ran;3;16;16
834;16;7;8;ch;8;10;1;1;8;11;2;1;8;11;3;1;8;11;4;1;8;11;5;1;8;11;6;1;8;11;7;0;8;10;8;0;8;10;9;0;8;10;10;0;8;10;11;0;8;10;12;0;8;10;13;0;8;10;14;0;8;10;ran;0;8;10
835;20;12;12;ch;10;11;1;0;10;11;2;0;10;11;3;0;10;11;4;0;10;11;5;0;10;11;6;2;12;12;7;2;12;12;8;2;12;12;9;2;12;12;10;2;12;12;11;2;12;12;12;0;10;11;13;0;10;11;14;0;10;11;ran;4;11;11
836;27;9;16;ch;13;18;1;0;13;18;2;0;13;18;3;1;16;17;4;0;13;18;5;0;13;18;6;0;13;18;7;0;13;18;8;0;13;18;9;0;13;18;10;0;13;18;11;0;13;18;12;0;13;18;13;0;13;18;14;0;13;18;ran;4;13;18
837;24;9;13;ch;11;13;1;2;11;12;2;2;11;12;3;2;11;12;4;2;11;12;5;2;11;12;6;2;11;12;7;2;11;12;8;3;11;12;9;3;11;12;10;3;11;12;11;3;11;12;12;3;11;12;13;3;11;12;14;3;11;12;ran;2;11;12
838;37;12;23;ch;23;24;1;3;21;23;2;2;23;24;3;2;23;24;4;4;23;23;5;4;23;23;6;4;23;23;7;4;23;23;8;4;23;23;9;4;23;23;10;4;23;23;11;4;23;23;12;4;23;23;13;4;23;23;14;2;23;24;ran;3;21;23
839;15;12;10;ch;10;10;1;4;10;11;2;4;10;11;3;4;10;11;4;4;10;11;5;4;10;11;6;4;10;11;7;4;10;11;8;4;10;11;9;2;8;10;10;2;8;10;11;2;8;10;12;2;8;10;13;2;8;10;14;2;8;10;ran;2;8;10
841;30;8;15;ch;14;16;1;1;14;16;2;2;15;17;3;2;15;17;4;2;15;17;5;2;15;17;6;2;15;17;7;2;15;17;8;2;15;17;9;2;15;17;10;2;15;17;11;2;15;17;12;2;15;17;13;2;15;17;14;2;15;17;ran;4;14;15
842;14;9;9;ch;9;9;1;1;6;8;2;1;6;8;3;1;6;8;4;1;6;8;5;1;6;8;6;1;6;8;7;1;6;8;8;1;6;8;9;1;6;8;10;0;9;9;11;0;9;9;12;0;9;9;13;0;9;9;14;0;9;9;ran;4;9;9
843;16;9;11;ch;11;11;1;0;11;11;2;0;11;11;3;0;11;11;4;0;11;11;5;0;11;11;6;0;11;11;7;0;11;11;8;0;11;11;9;0;11;11;10;0;11;11;11;0;11;11;12;0;11;11;13;0;11;11;14;0;11;11;ran;3;8;10
844;34;9;19;ch;17;20;1;4;18;20;2;4;18;20;3;4;18;20;4;4;18;20;5;4;18;20;6;4;18;20;7;4;18;20;8;4;18;20;9;4;18;20;10;4;18;20;11;4;18;20;12;4;18;20;13;4;18;20;14;4;18;20;ran;1;14;19
845;14;5;4;ch;4;4;1;2;4;4;2;2;4;4;3;2;4;4;4;2;4;4;5;2;4;4;6;2;4;4;7;2;4;4;8;2;4;4;9;2;4;4;10;2;4;4;11;2;4;4;12;2;4;4;13;2;4;4;14;2;4;4;ran;0;4;4
846;26;8;16;ch;16;16;1;0;16;16;2;0;16;16;3;0;16;16;4;0;16;16;5;0;16;16;6;0;16;16;7;0;16;16;8;0;16;16;9;0;16;16;10;0;16;16;11;0;16;16;12;0;16;16;13;0;16;16;14;0;16;16;ran;2;16;16
847;18;7;8;ch;8;10;1;0;8;10;2;0;8;10;3;0;8;10;4;0;8;10;5;0;8;10;6;0;8;10;7;0;8;10;8;0;8;10;9;0;8;10;10;0;8;10;11;2;8;8;12;2;8;8;13;2;8;8;14;2;8;8;ran;2;8;8
848;23;9;13;ch;13;13;1;1;13;13;2;1;13;13;3;0;13;13;4;0;13;13;5;1;13;13;6;1;13;13;7;1;13;13;8;1;13;13;9;1;13;13;10;1;13;13;11;1;13;13;12;1;13;13;13;1;13;13;14;1;13;13;ran;3;13;13
849;33;8;20;ch;20;20;1;3;19;20;2;3;19;20;3;3;19;20;4;3;19;20;5;0;20;20;6;0;20;20;7;0;20;20;8;0;20;20;9;0;20;20;10;0;20;20;11;0;20;20;12;0;20;20;13;0;20;20;14;0;20;20;ran;3;19;20
850;34;11;21;ch;20;21;1;2;20;22;2;2;20;22;3;2;20;22;4;2;20;22;5;2;20;22;6;2;20;22;7;2;20;22;8;2;20;22;9;4;20;21;10;4;20;21;11;4;20;21;12;4;20;21;13;4;20;21;14;4;20;21;ran;4;20;21
851;11;8;8;ch;8;8;1;0;8;8;2;0;8;8;3;0;8;8;4;0;8;8;5;0;8;8;6;1;8;8;7;0;8;8;8;0;8;8;9;0;8;8;10;0;8;8;11;0;8;8;12;0;8;8;13;0;8;8;14;0;8;8;ran;0;8;8
852;23;8;15;ch;15;15;1;0;15;15;2;0;15;15;3;0;15;15;4;1;15;15;5;1;15;15;6;1;15;15;7;1;15;15;8;1;15;15;9;1;15;15;10;1;15;15;11;1;15;15;12;1;15;15;13;1;15;15;14;1;15;15;ran;3;15;15
853;20;7;10;ch;10;10;1;0;10;10;2;0;10;10;3;0;10;10;4;0;10;10;5;0;10;10;6;0;10;10;7;0;10;10;8;0;10;10;9;0;10;10;10;0;10;10;11;0;10;10;12;0;10;10;13;0;10;10;14;0;10;10;ran;1;9;9
854;30;7;16;ch;15;18;1;3;15;17;2;3;15;17;3;3;15;17;4;3;15;17;5;3;15;17;6;3;15;17;7;3;15;17;8;3;15;17;9;3;15;17;10;3;15;17;11;3;15;17;12;3;15;17;13;3;15;17;14;3;15;17;ran;2;15;18
855;29;13;22;ch;19;23;1;0;19;23;2;0;19;23;3;0;19;23;4;2;16;23;5;2;16;23;6;2;16;23;7;2;16;23;8;2;16;23;9;0;19;23;10;4;20;22;11;4;20;22;12;2;16;23;13;2;16;23;14;2;16;23;ran;3;19;22
856;36;15;23;ch;18;23;1;0;18;23;2;0;18;23;3;0;18;23;4;0;18;23;5;0;18;23;6;0;18;23;7;0;18;23;8;0;18;23;9;0;18;23;10;0;18;23;11;0;18;23;12;0;18;23;13;0;18;23;14;0;18;23;ran;1;18;23
858;10;9;8;ch;8;8;1;1;7;7;2;1;7;7;3;0;8;8;4;0;8;8;5;0;8;8;6;0;8;8;7;0;8;8;8;0;8;8;9;0;8;8;10;0;8;8;11;0;8;8;12;0;8;8;13;0;8;8;14;0;8;8;ran;4;8;8
859;27;12;15;ch;10;14;1;4;14;15;2;4;14;15;3;4;14;15;4;2;12;15;5;4;14;15;6;4;14;15;7;4;14;15;8;4;14;15;9;4;14;15;10;4;14;15;11;4;14;15;12;4;14;15;13;4;14;15;14;4;14;15;ran;4;14;15
860;28;11;17;ch;16;18;1;2;16;17;2;2;16;17;3;2;16;17;4;2;16;17;5;2;16;17;6;2;16;17;7;2;16;17;8;2;16;17;9;2;16;17;10;2;16;17;11;2;16;17;12;2;16;17;13;2;16;17;14;2;16;17;ran;1;16;17
862;19;9;12;ch;12;12;1;0;12;12;2;0;12;12;3;0;12;12;4;0;12;12;5;0;12;12;6;0;12;12;7;0;12;12;8;0;12;12;9;0;12;12;10;0;12;12;11;0;12;12;12;0;12;12;13;0;12;12;14;0;12;12;ran;1;11;12
863;12;11;9;ch;9;9;1;4;9;9;2;4;9;9;3;0;9;9;4;0;9;9;5;0;9;9;6;0;9;9;7;0;9;9;8;0;9;9;9;0;9;9;10;0;9;9;11;0;9;9;12;0;9;9;13;0;9;9;14;0;9;9;ran;3;6;8
864;5;5;3;ch;3;3;1;0;3;3;2;0;3;3;3;0;3;3;4;0;3;3;5;0;3;3;6;0;3;3;7;0;3;3;8;0;3;3;9;0;3;3;10;0;3;3;11;0;3;3;12;0;3;3;13;0;3;3;14;0;3;3;ran;2;3;3
865;13;9;8;ch;5;9;1;3;8;8;2;3;8;8;3;3;8;8;4;3;8;8;5;0;5;9;6;0;5;9;7;0;5;9;8;0;5;9;9;0;5;9;10;0;5;9;11;0;5;9;12;0;5;9;13;0;5;9;14;0;5;9;ran;2;5;9
866;18;9;11;ch;9;12;1;2;8;11;2;2;8;11;3;2;8;11;4;2;8;11;5;2;8;11;6;2;8;11;7;2;8;11;8;2;8;11;9;2;8;11;10;2;8;11;11;2;8;11;12;2;8;11;13;2;8;11;14;2;8;11;ran;3;8;12
867;7;6;3;ch;3;3;1;2;3;3;2;2;3;3;3;2;3;3;4;2;3;3;5;2;3;3;6;2;3;3;7;2;3;3;8;2;3;3;9;2;3;3;10;2;3;3;11;2;3;3;12;2;3;3;13;2;3;3;14;2;3;3;ran;0;3;3
868;38;15;27;ch;26;28;1;0;26;28;2;0;26;28;3;0;26;28;4;0;26;28;5;0;26;28;6;0;26;28;7;0;26;28;8;0;26;28;9;0;26;28;10;0;26;28;11;0;26;28;12;0;26;28;13;0;26;28;14;0;26;28;ran;3;19;29
869;15;6;8;ch;8;8;1;0;8;8;2;0;8;8;3;0;8;8;4;0;8;8;5;0;8;8;6;0;8;8;7;0;8;8;8;0;8;8;9;0;8;8;10;0;8;8;11;0;8;8;12;0;8;8;13;0;8;8;14;0;8;8;ran;0;8;8
870;12;7;7;ch;7;7;1;1;7;8;2;1;7;8;3;1;7;8;4;1;7;8;5;1;7;8;6;1;7;8;7;2;7;7;8;1;7;8;9;1;7;8;10;1;7;8;11;2;7;7;12;2;7;7;13;2;7;7;14;2;7;7;ran;2;7;7
