TRAIN_CORPUS=./input/wsj-02-21clean.mrg
TEST_CORPUS=./input/wsj-22clean.mrg
nBestCharniakParsesFile=./input/WSJ22Charniak_best10_noAux.txt
nBest=5
0 sentences were reranked out of 0

PROBABILITY_MODEL=topdown_with_path
INCLUDE_DISCONTIGUITIES=true
INCLUDE_DISCONTIGUITIES_ALTERNATIVE=false
LAMBDA_1=0.1; LAMBDA_2=0.2; LAMBDA_3=0.1
BACK_OFF_FACTOR=4.0
MAX_SENTENCE_SIZE_FOR_TESTSENTENCES=40
SMOOTH_FOR_UNKNOWN_WORDS=true
DO_LEMMATIZATION=true
CONVERT_INITIAL_WORD2LOWERCASE=false
WORD_FREQUENCY_THRESHOLD_FOR_SMOOTHING=4
MINIMUM_NUMBER_UNIQUE_WORDS_PER_UNKNOWN_CLASS=3
SMOOTH_FOR_UNKNOWN_PRODUCTIONS=true
DO_HORIZONTAL_MARKOVIZATION=true

Test sent.;length;depth;#cstit;ch;#mcst;#cst;h1;#cand;#mcst;#cst;h2;#cand;#mcst;#cst;h3;#cand;#mcst;#cst;h4;#cand;#mcst;#cst;h5;#cand;#mcst;#cst;h6;#cand;#mcst;#cst;h7;#cand;#mcst;#cst;h8;#cand;#mcst;#cst;h9;#cand;#mcst;#cst;h10;#cand;#mcst;#cst;h11;#cand;#mcst;#cst;h12;#cand;#mcst;#cst;h13;#cand;#mcst;#cst;h14;#cand;#mcst;#cst;ran;#cand;#mcst;#cst
1363;15;10;10;ch;8;9;1;4;8;9;2;4;8;9;3;4;8;9;4;4;8;9;5;4;8;9;6;4;8;9;7;4;8;9;8;4;8;9;9;4;8;9;10;4;8;9;11;4;8;9;12;4;8;9;13;4;8;9;14;4;8;9;ran;3;8;9
1364;2;3;1;ch;1;1;1;0;1;1;2;0;1;1;3;0;1;1;4;0;1;1;5;0;1;1;6;0;1;1;7;0;1;1;8;0;1;1;9;0;1;1;10;0;1;1;11;0;1;1;12;0;1;1;13;0;1;1;14;0;1;1;ran;0;1;1
1365;38;16;26;ch;25;27;1;3;21;25;2;3;21;25;3;3;21;25;4;3;21;25;5;1;24;26;6;2;22;26;7;2;22;26;8;2;22;26;9;2;22;26;10;2;22;26;11;2;22;26;12;2;22;26;13;2;22;26;14;2;22;26;ran;0;25;27
1366;23;8;13;ch;13;13;1;0;13;13;2;0;13;13;3;0;13;13;4;0;13;13;5;0;13;13;6;0;13;13;7;0;13;13;8;0;13;13;9;0;13;13;10;0;13;13;11;0;13;13;12;0;13;13;13;0;13;13;14;0;13;13;ran;0;13;13
1367;18;11;13;ch;10;13;1;0;10;13;2;0;10;13;3;0;10;13;4;0;10;13;5;0;10;13;6;0;10;13;7;0;10;13;8;0;10;13;9;0;10;13;10;0;10;13;11;0;10;13;12;0;10;13;13;0;10;13;14;0;10;13;ran;4;10;13
1368;21;13;13;ch;13;13;1;0;13;13;2;0;13;13;3;0;13;13;4;0;13;13;5;0;13;13;6;0;13;13;7;0;13;13;8;0;13;13;9;0;13;13;10;0;13;13;11;0;13;13;12;0;13;13;13;0;13;13;14;0;13;13;ran;3;13;13
1369;21;16;15;ch;15;15;1;1;15;15;2;1;15;15;3;1;15;15;4;1;15;15;5;1;15;15;6;1;15;15;7;0;15;15;8;0;15;15;9;0;15;15;10;0;15;15;11;0;15;15;12;0;15;15;13;0;15;15;14;0;15;15;ran;3;15;16
1370;21;9;15;ch;13;14;1;0;13;14;2;0;13;14;3;0;13;14;4;0;13;14;5;0;13;14;6;0;13;14;7;0;13;14;8;0;13;14;9;0;13;14;10;0;13;14;11;0;13;14;12;0;13;14;13;0;13;14;14;0;13;14;ran;4;13;16
1371;25;8;13;ch;12;15;1;4;12;14;2;4;12;14;3;4;12;14;4;4;12;14;5;4;12;14;6;4;12;14;7;4;12;14;8;4;12;14;9;4;12;14;10;4;12;14;11;4;12;14;12;4;12;14;13;4;12;14;14;4;12;14;ran;1;12;15
1372;32;10;17;ch;12;17;1;1;14;18;2;1;14;18;3;4;13;16;4;4;13;16;5;4;13;16;6;4;13;16;7;4;13;16;8;4;13;16;9;4;13;16;10;4;13;16;11;4;13;16;12;4;13;16;13;4;13;16;14;4;13;16;ran;0;12;17
1373;2;3;1;ch;1;1;1;2;1;1;2;0;1;1;3;0;1;1;4;0;1;1;5;0;1;1;6;0;1;1;7;0;1;1;8;0;1;1;9;0;1;1;10;0;1;1;11;0;1;1;12;0;1;1;13;0;1;1;14;0;1;1;ran;0;1;1
1374;22;14;16;ch;15;16;1;2;9;16;2;4;16;16;3;4;16;16;4;4;16;16;5;4;16;16;6;4;16;16;7;2;9;16;8;2;9;16;9;4;16;16;10;2;9;16;11;2;9;16;12;2;9;16;13;2;9;16;14;2;9;16;ran;4;16;16
1375;12;6;8;ch;8;8;1;0;8;8;2;0;8;8;3;0;8;8;4;0;8;8;5;0;8;8;6;0;8;8;7;0;8;8;8;0;8;8;9;0;8;8;10;0;8;8;11;0;8;8;12;0;8;8;13;0;8;8;14;0;8;8;ran;1;7;8
1376;30;14;22;ch;19;24;1;4;19;23;2;4;19;23;3;4;19;23;4;4;19;23;5;4;19;23;6;4;19;23;7;4;19;23;8;4;19;23;9;4;19;23;10;4;19;23;11;4;19;23;12;4;19;23;13;4;19;23;14;4;19;23;ran;4;19;23
1377;36;14;26;ch;19;25;1;1;19;25;2;1;19;25;3;1;19;25;4;1;19;25;5;2;18;25;6;2;18;25;7;2;18;25;8;2;18;25;9;2;18;25;10;2;18;25;11;2;18;25;12;2;18;25;13;2;18;25;14;2;18;25;ran;0;19;25
1378;24;13;15;ch;9;14;1;0;9;14;2;3;10;15;3;3;10;15;4;3;10;15;5;3;10;15;6;3;10;15;7;3;10;15;8;3;10;15;9;3;10;15;10;3;10;15;11;3;10;15;12;3;10;15;13;3;10;15;14;3;10;15;ran;4;9;14
1379;25;13;16;ch;12;17;1;1;13;16;2;1;13;16;3;4;14;18;4;4;14;18;5;4;14;18;6;1;13;16;7;1;13;16;8;1;13;16;9;1;13;16;10;1;13;16;11;1;13;16;12;1;13;16;13;1;13;16;14;1;13;16;ran;1;13;16
1380;15;9;9;ch;9;10;1;3;9;9;2;3;9;9;3;1;9;10;4;1;9;10;5;1;9;10;6;0;9;10;7;0;9;10;8;0;9;10;9;0;9;10;10;0;9;10;11;0;9;10;12;0;9;10;13;0;9;10;14;0;9;10;ran;3;9;9
1381;19;10;9;ch;9;9;1;0;9;9;2;0;9;9;3;0;9;9;4;0;9;9;5;0;9;9;6;0;9;9;7;0;9;9;8;2;9;10;9;2;9;10;10;2;9;10;11;2;9;10;12;0;9;9;13;2;9;10;14;2;9;10;ran;0;9;9
1382;19;7;11;ch;8;10;1;1;11;11;2;1;11;11;3;1;11;11;4;1;11;11;5;1;11;11;6;1;11;11;7;2;10;10;8;2;10;10;9;2;10;10;10;2;10;10;11;2;10;10;12;2;10;10;13;2;10;10;14;2;10;10;ran;1;11;11
1383;15;6;7;ch;7;7;1;0;7;7;2;0;7;7;3;0;7;7;4;0;7;7;5;0;7;7;6;0;7;7;7;0;7;7;8;1;6;7;9;1;6;7;10;1;6;7;11;1;6;7;12;1;6;7;13;1;6;7;14;1;6;7;ran;2;7;8
1384;16;8;8;ch;8;8;1;1;8;8;2;2;7;8;3;3;7;8;4;3;7;8;5;3;7;8;6;3;7;8;7;3;7;8;8;3;7;8;9;3;7;8;10;3;7;8;11;3;7;8;12;3;7;8;13;3;7;8;14;3;7;8;ran;0;8;8
1385;17;10;9;ch;9;9;1;0;9;9;2;0;9;9;3;0;9;9;4;0;9;9;5;0;9;9;6;0;9;9;7;0;9;9;8;0;9;9;9;0;9;9;10;1;9;9;11;1;9;9;12;1;9;9;13;1;9;9;14;1;9;9;ran;1;9;9
1386;34;10;20;ch;17;19;1;2;19;20;2;2;19;20;3;2;19;20;4;2;19;20;5;2;19;20;6;4;17;19;7;1;19;20;8;1;19;20;9;1;19;20;10;2;19;20;11;2;19;20;12;2;19;20;13;2;19;20;14;2;19;20;ran;1;19;20
1387;22;11;14;ch;4;12;1;3;4;13;2;3;4;13;3;3;4;13;4;3;4;13;5;3;4;13;6;3;4;13;7;2;4;12;8;2;4;12;9;2;4;12;10;0;4;12;11;0;4;12;12;0;4;12;13;0;4;12;14;0;4;12;ran;0;4;12
1388;2;3;1;ch;1;1;1;0;1;1;2;0;1;1;3;0;1;1;4;0;1;1;5;0;1;1;6;0;1;1;7;0;1;1;8;0;1;1;9;0;1;1;10;0;1;1;11;0;1;1;12;0;1;1;13;0;1;1;14;0;1;1;ran;4;1;1
1389;19;10;14;ch;12;15;1;1;12;15;2;1;12;15;3;4;12;15;4;1;12;15;5;1;12;15;6;1;12;15;7;1;12;15;8;1;12;15;9;1;12;15;10;1;12;15;11;1;12;15;12;1;12;15;13;1;12;15;14;1;12;15;ran;0;12;15
1390;17;9;12;ch;12;12;1;0;12;12;2;0;12;12;3;0;12;12;4;0;12;12;5;0;12;12;6;0;12;12;7;0;12;12;8;0;12;12;9;0;12;12;10;0;12;12;11;0;12;12;12;0;12;12;13;0;12;12;14;1;12;12;ran;3;10;12
1391;34;13;25;ch;23;24;1;0;23;24;2;0;23;24;3;0;23;24;4;0;23;24;5;0;23;24;6;0;23;24;7;0;23;24;8;0;23;24;9;0;23;24;10;0;23;24;11;0;23;24;12;0;23;24;13;0;23;24;14;1;25;25;ran;2;22;23
1392;22;14;13;ch;7;14;1;3;13;13;2;3;13;13;3;3;13;13;4;3;13;13;5;3;13;13;6;0;7;14;7;0;7;14;8;0;7;14;9;0;7;14;10;0;7;14;11;0;7;14;12;0;7;14;13;0;7;14;14;0;7;14;ran;3;13;13
1393;22;10;13;ch;13;13;1;1;12;13;2;3;11;13;3;3;11;13;4;0;13;13;5;0;13;13;6;0;13;13;7;0;13;13;8;0;13;13;9;0;13;13;10;0;13;13;11;0;13;13;12;0;13;13;13;0;13;13;14;0;13;13;ran;2;12;13
1394;13;9;8;ch;7;7;1;0;7;7;2;0;7;7;3;0;7;7;4;0;7;7;5;0;7;7;6;0;7;7;7;0;7;7;8;0;7;7;9;0;7;7;10;0;7;7;11;2;7;7;12;2;7;7;13;0;7;7;14;0;7;7;ran;4;5;7
1395;27;12;18;ch;18;18;1;4;18;18;2;4;18;18;3;4;18;18;4;4;18;18;5;4;18;18;6;4;18;18;7;4;18;18;8;4;18;18;9;4;18;18;10;4;18;18;11;4;18;18;12;4;18;18;13;4;18;18;14;4;18;18;ran;4;18;18
1396;12;8;6;ch;6;6;1;0;6;6;2;0;6;6;3;0;6;6;4;0;6;6;5;0;6;6;6;0;6;6;7;0;6;6;8;0;6;6;9;0;6;6;10;0;6;6;11;0;6;6;12;0;6;6;13;0;6;6;14;0;6;6;ran;4;6;6
1397;2;3;1;ch;1;1;1;2;1;1;2;0;1;1;3;0;1;1;4;0;1;1;5;0;1;1;6;0;1;1;7;0;1;1;8;0;1;1;9;0;1;1;10;0;1;1;11;0;1;1;12;0;1;1;13;0;1;1;14;0;1;1;ran;1;1;1
1398;4;4;2;ch;2;2;1;0;2;2;2;0;2;2;3;0;2;2;4;0;2;2;5;0;2;2;6;0;2;2;7;0;2;2;8;0;2;2;9;0;2;2;10;0;2;2;11;0;2;2;12;0;2;2;13;0;2;2;14;0;2;2;ran;0;2;2
1399;13;7;9;ch;8;8;1;0;8;8;2;0;8;8;3;0;8;8;4;0;8;8;5;0;8;8;6;0;8;8;7;0;8;8;8;0;8;8;9;0;8;8;10;0;8;8;11;0;8;8;12;0;8;8;13;0;8;8;14;0;8;8;ran;4;7;9
1400;29;8;18;ch;13;18;1;4;14;17;2;4;14;17;3;4;14;17;4;4;14;17;5;4;14;17;6;4;14;17;7;4;14;17;8;4;14;17;9;3;16;19;10;3;16;19;11;3;16;19;12;3;16;19;13;3;16;19;14;3;16;19;ran;0;13;18
1401;34;18;24;ch;24;24;1;0;24;24;2;0;24;24;3;2;24;25;4;2;24;25;5;0;24;24;6;0;24;24;7;0;24;24;8;0;24;24;9;0;24;24;10;0;24;24;11;2;24;25;12;2;24;25;13;2;24;25;14;2;24;25;ran;0;24;24
1402;16;11;10;ch;10;10;1;1;8;10;2;1;8;10;3;1;8;10;4;1;8;10;5;1;8;10;6;1;8;10;7;1;8;10;8;1;8;10;9;1;8;10;10;1;8;10;11;1;8;10;12;1;8;10;13;1;8;10;14;1;8;10;ran;1;8;10
1403;18;13;13;ch;13;13;1;3;13;13;2;3;13;13;3;0;13;13;4;0;13;13;5;0;13;13;6;1;13;13;7;1;13;13;8;1;13;13;9;1;13;13;10;1;13;13;11;1;13;13;12;1;13;13;13;2;11;12;14;2;11;12;ran;2;11;12
1405;26;10;14;ch;9;14;1;0;9;14;2;0;9;14;3;0;9;14;4;0;9;14;5;0;9;14;6;0;9;14;7;0;9;14;8;0;9;14;9;0;9;14;10;0;9;14;11;0;9;14;12;0;9;14;13;0;9;14;14;0;9;14;ran;4;9;15
1406;3;3;1;ch;1;1;1;0;1;1;2;0;1;1;3;0;1;1;4;0;1;1;5;0;1;1;6;0;1;1;7;0;1;1;8;0;1;1;9;0;1;1;10;0;1;1;11;0;1;1;12;0;1;1;13;0;1;1;14;0;1;1;ran;4;1;1
1408;21;8;16;ch;15;15;1;0;15;15;2;0;15;15;3;0;15;15;4;0;15;15;5;0;15;15;6;0;15;15;7;0;15;15;8;0;15;15;9;0;15;15;10;0;15;15;11;0;15;15;12;0;15;15;13;0;15;15;14;0;15;15;ran;2;15;15
1409;23;15;16;ch;16;16;1;3;13;15;2;3;13;15;3;3;13;15;4;3;13;15;5;3;13;15;6;3;13;15;7;3;13;15;8;3;13;15;9;3;13;15;10;3;13;15;11;3;13;15;12;3;13;15;13;3;13;15;14;3;13;15;ran;3;13;15
1410;15;6;9;ch;8;10;1;1;8;10;2;1;8;10;3;1;8;10;4;1;8;10;5;1;8;10;6;1;8;10;7;1;8;10;8;1;8;10;9;1;8;10;10;1;8;10;11;1;8;10;12;1;8;10;13;1;8;10;14;1;8;10;ran;0;8;10
1411;22;14;14;ch;13;15;1;1;13;14;2;1;13;14;3;1;13;14;4;1;13;14;5;1;13;14;6;1;13;14;7;1;13;14;8;1;13;14;9;1;13;14;10;1;13;14;11;1;13;14;12;1;13;14;13;1;13;14;14;1;13;14;ran;4;14;15
1412;31;17;21;ch;20;21;1;3;20;21;2;2;20;21;3;2;20;21;4;2;20;21;5;2;20;21;6;2;20;21;7;2;20;21;8;2;20;21;9;2;20;21;10;2;20;21;11;2;20;21;12;2;20;21;13;2;20;21;14;2;20;21;ran;1;20;21
1414;21;14;17;ch;17;17;1;1;17;17;2;1;17;17;3;1;17;17;4;1;17;17;5;1;17;17;6;1;17;17;7;1;17;17;8;1;17;17;9;1;17;17;10;1;17;17;11;2;17;17;12;2;17;17;13;2;17;17;14;2;17;17;ran;1;17;17
1416;31;18;26;ch;23;24;1;1;21;25;2;1;21;25;3;1;21;25;4;1;21;25;5;0;23;24;6;0;23;24;7;0;23;24;8;0;23;24;9;0;23;24;10;0;23;24;11;0;23;24;12;0;23;24;13;0;23;24;14;0;23;24;ran;2;23;24
1417;19;6;8;ch;8;8;1;0;8;8;2;0;8;8;3;0;8;8;4;0;8;8;5;0;8;8;6;0;8;8;7;0;8;8;8;0;8;8;9;0;8;8;10;0;8;8;11;0;8;8;12;0;8;8;13;0;8;8;14;0;8;8;ran;3;8;8
1418;21;10;13;ch;13;14;1;2;13;14;2;2;13;14;3;2;13;14;4;2;13;14;5;2;13;14;6;2;13;14;7;2;13;14;8;2;13;14;9;2;13;14;10;2;13;14;11;2;13;14;12;2;13;14;13;2;13;14;14;2;13;14;ran;4;12;14
1419;11;8;7;ch;7;7;1;1;7;7;2;1;7;7;3;1;7;7;4;1;7;7;5;1;7;7;6;0;7;7;7;0;7;7;8;0;7;7;9;0;7;7;10;0;7;7;11;0;7;7;12;0;7;7;13;0;7;7;14;0;7;7;ran;1;7;7
1420;19;9;10;ch;10;10;1;0;10;10;2;0;10;10;3;0;10;10;4;0;10;10;5;0;10;10;6;0;10;10;7;0;10;10;8;0;10;10;9;0;10;10;10;0;10;10;11;0;10;10;12;0;10;10;13;0;10;10;14;0;10;10;ran;0;10;10
1422;38;13;28;ch;27;27;1;0;27;27;2;0;27;27;3;0;27;27;4;0;27;27;5;0;27;27;6;0;27;27;7;0;27;27;8;0;27;27;9;0;27;27;10;0;27;27;11;0;27;27;12;0;27;27;13;0;27;27;14;0;27;27;ran;0;27;27
1423;10;8;6;ch;6;6;1;0;6;6;2;0;6;6;3;0;6;6;4;0;6;6;5;0;6;6;6;0;6;6;7;0;6;6;8;0;6;6;9;0;6;6;10;0;6;6;11;0;6;6;12;0;6;6;13;0;6;6;14;0;6;6;ran;4;5;6
1424;30;11;17;ch;14;18;1;3;15;17;2;3;15;17;3;3;15;17;4;0;14;18;5;0;14;18;6;0;14;18;7;0;14;18;8;4;16;18;9;4;16;18;10;4;16;18;11;4;16;18;12;4;16;18;13;4;16;18;14;4;16;18;ran;1;12;18
1425;37;14;25;ch;24;25;1;1;25;25;2;1;25;25;3;1;25;25;4;1;25;25;5;1;25;25;6;1;25;25;7;1;25;25;8;1;25;25;9;1;25;25;10;1;25;25;11;0;24;25;12;0;24;25;13;1;25;25;14;1;25;25;ran;1;25;25
1426;18;7;10;ch;10;10;1;1;9;10;2;0;10;10;3;0;10;10;4;0;10;10;5;0;10;10;6;0;10;10;7;0;10;10;8;1;9;10;9;1;9;10;10;1;9;10;11;1;9;10;12;1;9;10;13;1;9;10;14;1;9;10;ran;4;9;11
1428;29;13;20;ch;16;18;1;4;15;18;2;1;18;19;3;1;18;19;4;1;18;19;5;1;18;19;6;1;18;19;7;1;18;19;8;3;16;18;9;3;16;18;10;3;16;18;11;3;16;18;12;3;16;18;13;3;16;18;14;3;16;18;ran;1;18;19
1429;36;13;23;ch;22;23;1;1;22;24;2;1;22;24;3;4;22;24;4;2;21;24;5;2;21;24;6;2;21;24;7;4;22;24;8;1;22;24;9;1;22;24;10;4;22;24;11;4;22;24;12;2;21;24;13;4;22;24;14;2;21;24;ran;4;22;24
1430;15;8;8;ch;8;8;1;1;8;8;2;1;8;8;3;3;8;8;4;3;8;8;5;3;8;8;6;3;8;8;7;3;8;8;8;3;8;8;9;3;8;8;10;3;8;8;11;3;8;8;12;3;8;8;13;3;8;8;14;3;8;8;ran;1;8;8
1431;36;20;24;ch;22;25;1;4;22;25;2;0;22;25;3;0;22;25;4;2;22;26;5;2;22;26;6;2;22;26;7;2;22;26;8;2;22;26;9;2;22;26;10;2;22;26;11;2;22;26;12;2;22;26;13;3;22;26;14;3;22;26;ran;0;22;25
1433;17;7;11;ch;9;13;1;1;9;13;2;2;11;11;3;2;11;11;4;1;9;13;5;1;9;13;6;1;9;13;7;1;9;13;8;1;9;13;9;1;9;13;10;1;9;13;11;1;9;13;12;1;9;13;13;1;9;13;14;1;9;13;ran;4;9;13
1434;12;8;6;ch;4;5;1;1;5;5;2;1;5;5;3;1;5;5;4;1;5;5;5;3;6;6;6;3;6;6;7;3;6;6;8;3;6;6;9;3;6;6;10;3;6;6;11;3;6;6;12;3;6;6;13;3;6;6;14;3;6;6;ran;2;5;6
1435;38;12;26;ch;25;26;1;3;25;27;2;3;25;27;3;3;25;27;4;3;25;27;5;1;26;27;6;1;26;27;7;1;26;27;8;1;26;27;9;1;26;27;10;1;26;27;11;3;25;27;12;3;25;27;13;3;25;27;14;3;25;27;ran;1;26;27
1436;24;14;17;ch;16;17;1;1;15;16;2;0;16;17;3;0;16;17;4;0;16;17;5;0;16;17;6;0;16;17;7;0;16;17;8;0;16;17;9;0;16;17;10;0;16;17;11;0;16;17;12;0;16;17;13;0;16;17;14;0;16;17;ran;1;15;16
1437;28;14;16;ch;10;15;1;3;14;16;2;3;14;16;3;3;14;16;4;3;14;16;5;3;14;16;6;3;14;16;7;3;14;16;8;3;14;16;9;3;14;16;10;3;14;16;11;3;14;16;12;3;14;16;13;3;14;16;14;3;14;16;ran;4;12;15
1439;19;13;14;ch;14;14;1;0;14;14;2;1;14;14;3;1;14;14;4;1;14;14;5;1;14;14;6;1;14;14;7;1;14;14;8;1;14;14;9;1;14;14;10;1;14;14;11;1;14;14;12;1;14;14;13;1;14;14;14;1;14;14;ran;3;11;15
1440;22;10;17;ch;13;17;1;0;13;17;2;3;15;17;3;3;15;17;4;3;15;17;5;3;15;17;6;3;15;17;7;3;15;17;8;3;15;17;9;3;15;17;10;3;15;17;11;3;15;17;12;3;15;17;13;3;15;17;14;3;15;17;ran;4;15;17
1441;27;11;15;ch;13;14;1;1;15;15;2;1;15;15;3;1;15;15;4;1;15;15;5;1;15;15;6;1;15;15;7;1;15;15;8;1;15;15;9;1;15;15;10;1;15;15;11;1;15;15;12;1;15;15;13;1;15;15;14;1;15;15;ran;1;15;15
1443;15;8;7;ch;7;7;1;1;7;7;2;1;7;7;3;1;7;7;4;1;7;7;5;1;7;7;6;1;7;7;7;1;7;7;8;1;7;7;9;1;7;7;10;1;7;7;11;1;7;7;12;1;7;7;13;1;7;7;14;1;7;7;ran;1;7;7
1444;38;21;28;ch;26;29;1;1;26;29;2;1;26;29;3;1;26;29;4;1;26;29;5;1;26;29;6;1;26;29;7;1;26;29;8;1;26;29;9;1;26;29;10;1;26;29;11;1;26;29;12;1;26;29;13;1;26;29;14;1;26;29;ran;1;26;29
1446;19;7;10;ch;9;10;1;2;10;10;2;2;10;10;3;2;10;10;4;2;10;10;5;2;10;10;6;2;10;10;7;2;10;10;8;0;9;10;9;0;9;10;10;0;9;10;11;0;9;10;12;2;10;10;13;2;10;10;14;2;10;10;ran;0;9;10
1447;16;9;10;ch;9;10;1;0;9;10;2;0;9;10;3;0;9;10;4;0;9;10;5;0;9;10;6;1;9;10;7;1;9;10;8;0;9;10;9;0;9;10;10;0;9;10;11;0;9;10;12;0;9;10;13;0;9;10;14;0;9;10;ran;2;10;10
1448;24;15;18;ch;13;18;1;0;13;18;2;0;13;18;3;0;13;18;4;0;13;18;5;0;13;18;6;0;13;18;7;0;13;18;8;0;13;18;9;0;13;18;10;0;13;18;11;0;13;18;12;0;13;18;13;0;13;18;14;0;13;18;ran;2;14;19
1449;20;10;10;ch;9;9;1;0;9;9;2;0;9;9;3;0;9;9;4;4;9;10;5;4;9;10;6;4;9;10;7;4;9;10;8;4;9;10;9;4;9;10;10;4;9;10;11;4;9;10;12;4;9;10;13;4;9;10;14;4;9;10;ran;4;9;10
1450;30;10;17;ch;15;17;1;1;15;17;2;0;15;17;3;0;15;17;4;2;15;17;5;2;15;17;6;2;15;17;7;2;15;17;8;2;15;17;9;2;15;17;10;2;15;17;11;2;15;17;12;2;15;17;13;2;15;17;14;2;15;17;ran;3;15;17
1452;16;6;8;ch;8;8;1;0;8;8;2;0;8;8;3;0;8;8;4;0;8;8;5;0;8;8;6;4;7;8;7;4;7;8;8;4;7;8;9;4;7;8;10;4;7;8;11;4;7;8;12;4;7;8;13;4;7;8;14;4;7;8;ran;3;8;8
1453;17;8;9;ch;9;9;1;0;9;9;2;0;9;9;3;0;9;9;4;0;9;9;5;0;9;9;6;0;9;9;7;0;9;9;8;0;9;9;9;0;9;9;10;0;9;9;11;0;9;9;12;0;9;9;13;0;9;9;14;0;9;9;ran;3;9;9
1454;37;13;22;ch;22;22;1;1;21;23;2;1;21;23;3;1;21;23;4;1;21;23;5;1;21;23;6;1;21;23;7;1;21;23;8;1;21;23;9;0;22;22;10;0;22;22;11;0;22;22;12;0;22;22;13;0;22;22;14;0;22;22;ran;0;22;22
1455;16;9;11;ch;6;10;1;1;6;10;2;1;6;10;3;1;6;10;4;1;6;10;5;1;6;10;6;1;6;10;7;1;6;10;8;1;6;10;9;1;6;10;10;1;6;10;11;1;6;10;12;1;6;10;13;1;6;10;14;1;6;10;ran;1;6;10
1456;22;16;16;ch;16;16;1;2;14;16;2;2;14;16;3;0;16;16;4;0;16;16;5;0;16;16;6;0;16;16;7;0;16;16;8;0;16;16;9;0;16;16;10;0;16;16;11;0;16;16;12;0;16;16;13;0;16;16;14;0;16;16;ran;2;14;16
1457;39;15;24;ch;21;26;1;1;21;26;2;1;21;26;3;1;21;26;4;1;21;26;5;1;21;26;6;1;21;26;7;1;21;26;8;1;21;26;9;1;21;26;10;0;21;26;11;1;21;26;12;1;21;26;13;1;21;26;14;1;21;26;ran;4;20;25
1458;33;20;26;ch;23;25;1;3;23;25;2;3;23;25;3;2;24;25;4;2;24;25;5;2;24;25;6;2;24;25;7;2;24;25;8;2;24;25;9;2;24;25;10;2;24;25;11;2;24;25;12;2;24;25;13;2;24;25;14;2;24;25;ran;2;24;25
1459;19;19;16;ch;15;16;1;1;15;17;2;1;15;17;3;1;15;17;4;1;15;17;5;1;15;17;6;1;15;17;7;1;15;17;8;1;15;17;9;1;15;17;10;1;15;17;11;1;15;17;12;1;15;17;13;1;15;17;14;1;15;17;ran;1;15;17
1460;17;12;12;ch;12;12;1;0;12;12;2;0;12;12;3;3;10;12;4;3;10;12;5;3;10;12;6;0;12;12;7;0;12;12;8;3;10;12;9;3;10;12;10;3;10;12;11;3;10;12;12;0;12;12;13;0;12;12;14;0;12;12;ran;3;10;12
1461;28;13;19;ch;18;18;1;2;18;18;2;2;18;18;3;2;18;18;4;0;18;18;5;0;18;18;6;0;18;18;7;0;18;18;8;0;18;18;9;0;18;18;10;0;18;18;11;0;18;18;12;3;18;19;13;3;18;19;14;0;18;18;ran;2;18;18
1462;25;12;17;ch;15;16;1;1;17;17;2;1;17;17;3;1;17;17;4;1;17;17;5;1;17;17;6;1;17;17;7;1;17;17;8;1;17;17;9;1;17;17;10;1;17;17;11;1;17;17;12;1;17;17;13;1;17;17;14;1;17;17;ran;3;15;16
1463;12;11;10;ch;10;10;1;0;10;10;2;0;10;10;3;0;10;10;4;0;10;10;5;0;10;10;6;0;10;10;7;0;10;10;8;0;10;10;9;0;10;10;10;0;10;10;11;0;10;10;12;0;10;10;13;0;10;10;14;0;10;10;ran;0;10;10
1464;27;12;17;ch;13;17;1;2;12;18;2;2;12;18;3;2;12;18;4;2;12;18;5;3;16;18;6;3;16;18;7;3;16;18;8;3;16;18;9;3;16;18;10;3;16;18;11;3;16;18;12;3;16;18;13;3;16;18;14;3;16;18;ran;3;16;18
1465;40;11;26;ch;22;25;1;1;21;25;2;1;21;25;3;1;21;25;4;1;21;25;5;1;21;25;6;1;21;25;7;1;21;25;8;1;21;25;9;1;21;25;10;1;21;25;11;1;21;25;12;1;21;25;13;1;21;25;14;1;21;25;ran;1;21;25
1466;11;7;6;ch;6;6;1;0;6;6;2;1;6;6;3;1;6;6;4;1;6;6;5;1;6;6;6;1;6;6;7;1;6;6;8;1;6;6;9;1;6;6;10;1;6;6;11;1;6;6;12;1;6;6;13;1;6;6;14;1;6;6;ran;1;6;6
1467;14;9;9;ch;9;9;1;0;9;9;2;0;9;9;3;0;9;9;4;0;9;9;5;0;9;9;6;0;9;9;7;0;9;9;8;0;9;9;9;0;9;9;10;2;9;10;11;2;9;10;12;2;9;10;13;2;9;10;14;2;9;10;ran;0;9;9
1468;24;13;16;ch;16;16;1;3;16;16;2;1;16;16;3;1;16;16;4;1;16;16;5;1;16;16;6;1;16;16;7;2;16;16;8;2;16;16;9;2;16;16;10;2;16;16;11;2;16;16;12;2;16;16;13;2;16;16;14;2;16;16;ran;3;16;16
1469;8;6;5;ch;5;5;1;0;5;5;2;0;5;5;3;0;5;5;4;0;5;5;5;0;5;5;6;0;5;5;7;0;5;5;8;0;5;5;9;0;5;5;10;0;5;5;11;0;5;5;12;0;5;5;13;0;5;5;14;0;5;5;ran;1;5;5
