freq;,length;occ;cxs
1;15;309;(S>PP:ADJ^1 (S>AP:COMP^1@[P14] (S>NP:SBJ^1@[P9] (S>VBZ:HD@[P3] (VBZ:HD@[P2] (is*START^1@[P1] (START*@[S0] ) ) ) ) (NP:SBJ@[A8] (PR@[P7] (DT@[P6] (that*S>NP:SBJ^1@[P5] (S>NP:SBJ*@[S4] ) ) ) ) ) ) (AP:COMP@[A13] (JJ:HD@[P12] (good*S>AP:COMP^1@[P11] (S>AP:COMP*@[S10] ) ) ) ) ) ( ))
1;10;0;(S>S^1 (S>CNJ@[P4] (CNJ@[P3] (CC@[P2] (and*START^1@[P1] (START*@[S0] ) ) ) ) ) (=== (S>VBP:HD^1 (S>NP:SBJ@[P9] (NP:SBJ@[P8] (PP:HD@[P7] (you*S>S^1@[P6] (S>S*@[S5] ) ) ) ) ) ( )) ) )
1;5;146;(TOP>NP^1 (TOP>UH@[P3] (UH@[P2] (well*START^1@[P1] (START*@[S0] ) ) ) ) (=== (I*TOP>NP^1@[P5] (TOP>NP*@[S4] ) ) ) )
1;25;651;(TOP>PUNC^1 (TOP>S@[P24] (S@[P23] (S>VP:COMP^1@[P22] (S>NP:COMP^1@[P17] (S>VBP:HD^1@[P12] (S>,:PAR^1@[P8] (S>ADVP:ADJ@[P4] (ADVP:ADJ@[P3] (RB:HD@[P2] (so*START^1@[P1] (START*@[S0] ) ) ) ) ) (,:PAR@[A7] (,*S>,:PAR^1@[P6] (S>,:PAR*@[S5] ) ) ) ) (VBP:HD@[A11] (let*S>VBP:HD^1@[P10] (S>VBP:HD*@[S9] ) ) ) ) (NP:COMP@[A16] (PP:HD@[P15] (us*S>NP:COMP^1@[P14] (S>NP:COMP*@[S13] ) ) ) ) ) (VP:COMP@[A21] (VB:HD@[P20] (see*S>VP:COMP^1@[P19] (S>VP:COMP*@[S18] ) ) ) ) ) ) ) ( ))
1;5;356;(S>NP:SBJ^1 (S>RB:ADJ@[P3] (S>VBP:HD )(RB:ADJ@[A2] (not*S>RB:ADJ^1@[P1] (S>RB:ADJ*@[S0] ) ) ) ) (=== (you*S>NP:SBJ^1@[P5] (S>NP:SBJ*@[S4] ) ) ) )
1;5;341;(NP:COMP>NP:HD^1 (NP:COMP>DTP:SPR@[P4] (DTP:SPR@[P3] (DT@[P2] (DT@[P1] (a@[P0] (SUGG>NP:COMP^1 )) ) ) ) ) ( ))
1;9;68;(S>VP:COMP^1 (S>VBZ:HD^1@[P8] (S>NP:SBJ@[P4] (NP:SBJ@[P3] (PP:HD@[P2] (it*TOP>S^1@[P1] (TOP>S*@[S0] ) ) ) ) ) (VBZ:HD@[A7] (is*S>VBZ:HD^1@[P6] (S>VBZ:HD*@[S5] ) ) ) ) ( ))
1;5;626;(S>VP:COMP (S>,:PAR )(VP:COMP@[A4] (VP:COMP>ADVP:ADJ@[P3] (VP:COMP>NP:COMP )(ADVP:ADJ@[A2] (RB:HD@[P1] (there@[P0] (VP:COMP>ADVP:ADJ^1 )) ) ) ) ) )
1;11;362;(TOP>PUNC^1 (TOP>S@[P10] (S@[P9] (S>NP:SBJ^1@[P8] (S>MD:HD@[P3] (MD:HD@[P2] (can*START^1@[P1] (START*@[S0] ) ) ) ) (NP:SBJ@[A7] (PP:HD@[P6] (we*S>NP:SBJ^1@[P5] (S>NP:SBJ*@[S4] ) ) ) ) ) ) ) ( ))
1;6;896;(TOP>PUNC^1 (TOP>S@[P5] (S@[P4] (S>VP:COMP@[P3] (S>NP:SBJ )(VP:COMP@[A2] (VP:COMP>VP:COMP@[P1] (VP:COMP>VB:HD )(VP:COMP@[A0] (TO:HD ) ) ) ) ) ) ) ( ))
1;3;530;(S>NP:SBJ (S>,:PAR )(NP:SBJ@[A2] (PP:HD@[P1] (you@[P0] (S>NP:SBJ^1 )) ) ) )
1;10;718;(NP:SBJ>PP:ADJ (NP:SBJ>CNUM:HD )(PP:ADJ@[A9] (PP:ADJ>NP:COMP^1@[P8] (PP:ADJ>IN:HD@[P2] (IN:HD@[P1] (to@[P0] (NP:SBJ>PP:ADJ^1 )) ) ) (NP:COMP@[A7] (CNUM:HD@[P6] (CD@[P5] (two*PP:ADJ>NP:COMP^1@[P4] (PP:ADJ>NP:COMP*@[S3] ) ) ) ) ) ) ) )
1;3;193;(S>AP:COMP (S>ADVP:ADJ )(AP:COMP@[A2] (JJ:HD@[P1] (fine@[P0] (S>AP:COMP^1 )) ) ) )
1;4;810;(VP:COMP>PP:ADJ (VP:COMP>VB:HD )(PP:ADJ@[A3] (PP:ADJ>NP:COMP@[P2] (PP:ADJ>IN:HD )(NP:COMP@[A1] (NP:COMP>NP:HD@[P0] (NP:COMP>DTP:SPR )(NP:HD )) ) ) ) )
1;17;244;(S>VP:COMP^1 (S>NP:SBJ^1@[P13] (S>VBP:HD^1@[P8] (S>NP:FLQ@[P4] (NP:FLQ@[P3] (PR@[P2] (WP@[P1] (what@[P0] (TOP>S^1 )) ) ) ) ) (VBP:HD@[A7] (do*S>VBP:HD^1@[P6] (S>VBP:HD*@[S5] ) ) ) ) (NP:SBJ@[A12] (PP:HD@[P11] (you*S>NP:SBJ^1@[P10] (S>NP:SBJ*@[S9] ) ) ) ) ) (=== (VP:COMP (VB:HD@[P16] (have*S>VP:COMP^1@[P15] (S>VP:COMP*@[S14] ) ) ) ) ) )
1;5;322;(PP:ADJ>NP:COMP^1 (PP:ADJ>IN:HD@[P3] (IN:HD@[P2] (on*NP:COMP>PP:ADJ^1@[P1] (NP:COMP>PP:ADJ*@[S0] ) ) ) ) (=== (Thursday*PP:ADJ>NP:COMP^1@[P5] (PP:ADJ>NP:COMP*@[S4] ) ) ) )
1;5;595;(VP:COMP>PP:ADJ (VP:COMP>VB:HD )(PP:ADJ@[A4] (PP:ADJ>NP:COMP@[P3] (PP:ADJ>IN:HD )(NP:COMP@[A2] (NP:HD@[P1] (Thursday@[P0] (PP:ADJ>NP:COMP^1 )) ) ) ) ) )
1;23;590;(TOP>S^1 (TOP>UH@[P3] (UH@[P2] (yeah*START^1@[P1] (START*@[S0] ) ) ) ) (=== (S>VP:COMP^1 (S>NP:COMP^1@[P12] (S>VBP:HD@[P7] (VBP:HD@[P6] (let*TOP>S^1@[P5] (TOP>S*@[S4] ) ) ) ) (NP:COMP@[A11] (PP:HD@[P10] (us*S>NP:COMP^1@[P9] (S>NP:COMP*@[S8] ) ) ) ) ) (=== (VP:COMP>ADVP:ADJ^1 (VP:COMP>NP:COMP^1@[P22] (VP:COMP>VB:HD@[P16] (VB:HD@[P15] (do*S>VP:COMP^1@[P14] (S>VP:COMP*@[S13] ) ) ) ) (NP:COMP@[A21] (PR@[P20] (DT@[P19] (that*VP:COMP>NP:COMP^1@[P18] (VP:COMP>NP:COMP*@[S17] ) ) ) ) ) ) ( )) ) ) ) )
1;11;32;(S>NP:SBJ^1 (S>VBZ:HD^1@[P9] (S>NP:FLQ@[P5] (NP:FLQ@[P4] (PR@[P3] (WP@[P2] (what*START^1@[P1] (START*@[S0] ) ) ) ) ) ) (VBZ:HD@[A8] (is*S>VBZ:HD^1@[P7] (S>VBZ:HD*@[S6] ) ) ) ) (=== (the*S>NP:SBJ^1@[P11] (S>NP:SBJ*@[S10] ) ) ) )
1;19;239;(S>VP:COMP^1 (S>MD:HD^1@[P9] (S>NP:SBJ@[P5] (NP:SBJ@[P4] (PR@[P3] (DT@[P2] (that*START^1@[P1] (START*@[S0] ) ) ) ) ) ) (MD:HD@[A8] (will*S>MD:HD^1@[P7] (S>MD:HD*@[S6] ) ) ) ) (=== (VP:COMP (VP:COMP>AP:COMP^1@[P18] (VP:COMP>VB:HD@[P13] (VB:HD@[P12] (be*S>VP:COMP^1@[P11] (S>VP:COMP*@[S10] ) ) ) ) (AP:COMP@[A17] (JJ:HD@[P16] (good*VP:COMP>AP:COMP^1@[P15] (VP:COMP>AP:COMP*@[S14] ) ) ) ) ) ) ) )
1;14;442;(S>VP:COMP^1 (S>MD:HD^1@[P9] (S>NP:SBJ@[P5] (NP:SBJ@[P4] (PR@[P3] (DT@[P2] (that*START^1@[P1] (START*@[S0] ) ) ) ) ) ) (MD:HD@[A8] (will*S>MD:HD^1@[P7] (S>MD:HD*@[S6] ) ) ) ) (=== (VP:COMP>NP:COMP^1 (VP:COMP>VB:HD@[P13] (VB:HD@[P12] (be*S>VP:COMP^1@[P11] (S>VP:COMP*@[S10] ) ) ) ) ( )) ) )
1;4;402;(S>VP:COMP^1 (S>NP:SBJ@[P3] (S>VBP:HD )(NP:SBJ@[A2] (PP:HD@[P1] (I@[P0] (S>NP:SBJ^1 )) ) ) ) ( ))
1;14;448;(S>VP:COMP^1 (S>MD:HD^1@[P13] (S>NP:SBJ^1@[P9] (S>ADVP:ADJ@[P4] (ADVP:ADJ@[P3] (RB:HD@[P2] (so*START^1@[P1] (START*@[S0] ) ) ) ) ) (NP:SBJ@[A8] (PP:HD@[P7] (we*S>NP:SBJ^1@[P6] (S>NP:SBJ*@[S5] ) ) ) ) ) (MD:HD@[A12] (can*S>MD:HD^1@[P11] (S>MD:HD*@[S10] ) ) ) ) ( ))
1;5;670;(PP:COMP>NP:COMP^1 (PP:COMP>,:PAR@[P3] (PP:COMP>IN:HD )(,:PAR@[A2] (,*PP:COMP>,:PAR^1@[P1] (PP:COMP>,:PAR*@[S0] ) ) ) ) (=== (one*PP:COMP>NP:COMP^1@[P5] (PP:COMP>NP:COMP*@[S4] ) ) ) )
1;17;793;(S>VP:COMP^1 (S>NP:SBJ^1@[P7] (S>MD:HD@[P2] (S>ADVP:FLQ )(MD:HD@[A1] (would@[P0] (S>MD:HD^1 )) ) ) (NP:SBJ@[A6] (PP:HD@[P5] (you*S>NP:SBJ^1@[P4] (S>NP:SBJ*@[S3] ) ) ) ) ) (=== (VP:COMP>VP:COMP^1 (VP:COMP>VB:HD@[P11] (VB:HD@[P10] (like*S>VP:COMP^1@[P9] (S>VP:COMP*@[S8] ) ) ) ) (=== (VP:COMP>VP:COMP^1 (VP:COMP>TO:HD@[P15] (TO:HD@[P14] (to*VP:COMP>VP:COMP^1@[P13] (VP:COMP>VP:COMP*@[S12] ) ) ) ) (=== (do*VP:COMP>VP:COMP^1@[P17] (VP:COMP>VP:COMP*@[S16] ) ) ) ) ) ) ) )
1;6;535;(NP>NP^1 (NP>CNJ^1@[P5] (NP>NP@[P0] (NP )) (CNJ@[A4] (CC@[P3] (or*NP>CNJ^1@[P2] (NP>CNJ*@[S1] ) ) ) ) ) ( ))
1;3;679;(S>ADVP:ADJ (S>NP:SBJ )(ADVP:ADJ@[A2] (RB:HD@[P1] (1capN_dashN_slshN_alfY_digN_sfx:ly@[P0] (S>ADVP:ADJ^1 )) ) ) )
1;10;106;(VP:COMP>VP:COMP^1 (VP:COMP>VB:HD@[P2] (VB:HD@[P1] (have@[P0] (S>VP:COMP^1 )) ) ) (=== (VP:COMP>VP:COMP^1 (VP:COMP>TO:HD@[P6] (TO:HD@[P5] (to*VP:COMP>VP:COMP^1@[P4] (VP:COMP>VP:COMP*@[S3] ) ) ) ) (=== (VP:COMP>VB:HD (VB:HD@[P9] (do*VP:COMP>VP:COMP^1@[P8] (VP:COMP>VP:COMP*@[S7] ) ) ) ) ) ) ) )
1;6;910;(S>VP:COMP^1 (S>MD:HD@[P0] (S>NP:SBJ )(MD:HD )) (=== (VP:COMP>NP:ADJ^1 (VP:COMP>VB:HD@[P4] (VB:HD@[P3] (leave*S>VP:COMP^1@[P2] (S>VP:COMP*@[S1] ) ) ) ) (=== (about*VP:COMP>NP:ADJ^1@[P6] (VP:COMP>NP:ADJ*@[S5] ) ) ) ) ) )
1;5;610;(S>S^1 (S>CNJ@[P3] (CNJ@[P2] (CC@[P1] (and@[P0] (TOP>S^1 )) ) ) ) (=== (that*S>S^1@[P5] (S>S*@[S4] ) ) ) )
1;4;527;(S>PP:ADJ^1 (S>,:PAR@[P3] (S>NP:SBJ )(,:PAR@[A2] (,*S>,:PAR^1@[P1] (S>,:PAR*@[S0] ) ) ) ) ( ))
1;18;69;(TOP>S^1 (TOP>UH@[P3] (UH@[P2] (okay*START^1@[P1] (START*@[S0] ) ) ) ) (=== (S>VP:COMP^1 (S>,:PAR^1@[P16] (S>MD:HD^1@[P12] (S>NP:SBJ@[P8] (NP:SBJ@[P7] (PP:HD@[P6] (I*TOP>S^1@[P5] (TOP>S*@[S4] ) ) ) ) ) (MD:HD@[A11] (will*S>MD:HD^1@[P10] (S>MD:HD*@[S9] ) ) ) ) (,:PAR@[A15] (,*S>,:PAR^1@[P14] (S>,:PAR*@[S13] ) ) ) ) (=== (see*S>VP:COMP^1@[P18] (S>VP:COMP*@[S17] ) ) ) ) ) )
1;5;604;(S>VBZ:HD^1 (S>NP:SBJ@[P4] (S>UH:PAR )(NP:SBJ@[A3] (PR@[P2] (DT@[P1] (that@[P0] (S>NP:SBJ^1 )) ) ) ) ) ( ))
1;14;64;(TOP>S^1 (TOP>UH@[P3] (UH@[P2] (yeah*START^1@[P1] (START*@[S0] ) ) ) ) (=== (S>NP:COMP^1 (S>VBZ:HD^1@[P13] (S>NP:SBJ@[P9] (NP:SBJ@[P8] (PR@[P7] (DT@[P6] (that*TOP>S^1@[P5] (TOP>S*@[S4] ) ) ) ) ) ) (VBZ:HD@[A12] (is*S>VBZ:HD^1@[P11] (S>VBZ:HD*@[S10] ) ) ) ) ( )) ) )
1;20;560;(S>VP:COMP^1 (S>NP:SBJ^1@[P14] (S>VBP:HD^1@[P9] (S>NP:FLQ@[P5] (NP:FLQ@[P4] (PR@[P3] (WP@[P2] (what*START^1@[P1] (START*@[S0] ) ) ) ) ) ) (VBP:HD@[A8] (do*S>VBP:HD^1@[P7] (S>VBP:HD*@[S6] ) ) ) ) (NP:SBJ@[A13] (PP:HD@[P12] (you*S>NP:SBJ^1@[P11] (S>NP:SBJ*@[S10] ) ) ) ) ) (=== (VP:COMP>PP:ADJ^1 (VP:COMP>VB:HD@[P18] (VB:HD@[P17] (think*S>VP:COMP^1@[P16] (S>VP:COMP*@[S15] ) ) ) ) (=== (of*VP:COMP>PP:ADJ^1@[P20] (VP:COMP>PP:ADJ*@[S19] ) ) ) ) ) )
1;14;199;(S>VP:COMP^1 (S>MD:HD^1@[P8] (S>NP:SBJ@[P4] (NP:SBJ@[P3] (PP:HD@[P2] (I*START^1@[P1] (START*@[S0] ) ) ) ) ) (MD:HD@[A7] (will*S>MD:HD^1@[P6] (S>MD:HD*@[S5] ) ) ) ) (=== (VP:COMP>NP:COMP^1 (VP:COMP>VB:HD@[P12] (VB:HD@[P11] (have*S>VP:COMP^1@[P10] (S>VP:COMP*@[S9] ) ) ) ) (=== (a*VP:COMP>NP:COMP^1@[P14] (VP:COMP>NP:COMP*@[S13] ) ) ) ) ) )
1;4;374;(VP:COMP>VP:COMP^1 (VP:COMP>TO:HD@[P0] (TO:HD )) (=== (VP:COMP (VB:HD@[P3] (be*VP:COMP>VP:COMP^1@[P2] (VP:COMP>VP:COMP*@[S1] ) ) ) ) ) )
1;5;9;(VP:COMP>AP:COMP^1 (VP:COMP>,:PAR@[P3] (VP:COMP>VB:HD )(,:PAR@[A2] (,*VP:COMP>,:PAR^1@[P1] (VP:COMP>,:PAR*@[S0] ) ) ) ) (=== (unk*VP:COMP>AP:COMP^1@[P5] (VP:COMP>AP:COMP*@[S4] ) ) ) )
1;5;129;(NP:SBJ>DTP:SPR (DTP:SPR@[P4] (DT@[P3] (WDT@[P2] (what*START^1@[P1] (START*@[S0] ) ) ) ) ) )
1;6;774;(S>VP:COMP^1 (S>NP:SBJ@[P4] (S>MD:HD )(NP:SBJ@[A3] (PR@[P2] (DT@[P1] (that@[P0] (S>NP:SBJ^1 )) ) ) ) ) (=== (1capN_dashN_slshN_alfY_digN_sfx:NONE*S>VP:COMP^1@[P6] (S>VP:COMP*@[S5] ) ) ) )
1;10;853;(S>NP:COMP^1 (S>VBP:HD^1@[P8] (S>NP:SBJ@[P4] (NP:SBJ@[P3] (PP:HD@[P2] (we*START^1@[P1] (START*@[S0] ) ) ) ) ) (VBP:HD@[A7] (have*S>VBP:HD^1@[P6] (S>VBP:HD*@[S5] ) ) ) ) (=== (Tuesday*S>NP:COMP^1@[P10] (S>NP:COMP*@[S9] ) ) ) )
1;21;451;(TOP>PUNC^1 (TOP>S@[P16] (S@[P15] (S>PP:ADJ^1@[P14] (S>AP:COMP@[P3] (S>VBZ:HD )(AP:COMP@[A2] (JJ:HD@[P1] (good@[P0] (S>AP:COMP^1 )) ) ) ) (PP:ADJ@[A13] (PP:ADJ>NP:COMP^1@[P12] (PP:ADJ>IN:HD@[P7] (IN:HD@[P6] (for*S>PP:ADJ^1@[P5] (S>PP:ADJ*@[S4] ) ) ) ) (NP:COMP@[A11] (PP:HD@[P10] (you*PP:ADJ>NP:COMP^1@[P9] (PP:ADJ>NP:COMP*@[S8] ) ) ) ) ) ) ) ) ) (PUNC@[A19] (.*TOP>PUNC^1@[P18] (TOP>PUNC*@[S17] ) ) ) )
1;3;115;(PP:COMP>NP:COMP^1 (PP:COMP>IN:HD@[P1] (IN:HD@[P0] (on )) ) (=== (Wednesday*PP:COMP>NP:COMP^1@[P3] (PP:COMP>NP:COMP*@[S2] ) ) ) )
1;12;489;(S>VP:COMP^1 (S>MD:HD^1@[P8] (S>NP:SBJ@[P4] (NP:SBJ@[P3] (PP:HD@[P2] (we*START^1@[P1] (START*@[S0] ) ) ) ) ) (MD:HD@[A7] (will*S>MD:HD^1@[P6] (S>MD:HD*@[S5] ) ) ) ) (=== (VP:COMP (VB:HD@[P11] (see*S>VP:COMP^1@[P10] (S>VP:COMP*@[S9] ) ) ) ) ) )
1;12;166;(TOP>PUNC^1 (TOP>S@[P7] (TOP>UH )(S@[A6] (S>VP:COMP@[P5] (S>MD:HD )(VP:COMP@[A4] (VP:COMP>AP:COMP@[P3] (VP:COMP>VB:HD )(AP:COMP@[A2] (JJ:HD@[P1] (good@[P0] (VP:COMP>AP:COMP^1 )) ) ) ) ) ) ) ) (PUNC@[A10] (.*TOP>PUNC^1@[P9] (TOP>PUNC*@[S8] ) ) ) )
1;14;45;(S>VBZ:HD^1 (S>NP:SBJ^1@[P13] (S>,:PAR^1@[P8] (S>ADVP:ADJ@[P4] (ADVP:ADJ@[P3] (RB:HD@[P2] (so*START^1@[P1] (START*@[S0] ) ) ) ) ) (,:PAR@[A7] (,*S>,:PAR^1@[P6] (S>,:PAR*@[S5] ) ) ) ) (NP:SBJ@[A12] (PP:HD@[P11] (it*S>NP:SBJ^1@[P10] (S>NP:SBJ*@[S9] ) ) ) ) ) ( ))
1;10;164;(S>S^1 (S>,:PAR^1@[P8] (S>CNJ@[P4] (CNJ@[P3] (CC@[P2] (and*START^1@[P1] (START*@[S0] ) ) ) ) ) (,:PAR@[A7] (,*S>,:PAR^1@[P6] (S>,:PAR*@[S5] ) ) ) ) (=== (see*S>S^1@[P10] (S>S*@[S9] ) ) ) )
1;10;878;(S>AP:COMP^1 (S>VBP:HD^1@[P8] (S>NP:SBJ@[P4] (NP:SBJ@[P3] (PP:HD@[P2] (I*START^1@[P1] (START*@[S0] ) ) ) ) ) (VBP:HD@[A7] (am*S>VBP:HD^1@[P6] (S>VBP:HD*@[S5] ) ) ) ) (=== (okay*S>AP:COMP^1@[P10] (S>AP:COMP*@[S9] ) ) ) )
1;8;796;(VP:COMP>PP:COMP (VP:COMP>VB:HD )(PP:COMP@[A7] (PP:COMP>NP:COMP^1@[P6] (PP:COMP>IN:HD@[P1] (IN:HD@[P0] (on )) ) (NP:COMP@[A5] (NN:HD@[P4] (vacation*PP:COMP>NP:COMP^1@[P3] (PP:COMP>NP:COMP*@[S2] ) ) ) ) ) ) )
1;13;50;(S>VP:COMP^1 (S>NP:SBJ^1@[P8] (S>MD:HD@[P3] (MD:HD@[P2] (would*START^1@[P1] (START*@[S0] ) ) ) ) (NP:SBJ@[A7] (PP:HD@[P6] (you*S>NP:SBJ^1@[P5] (S>NP:SBJ*@[S4] ) ) ) ) ) (=== (VP:COMP>NP:COMP^1 (VP:COMP>VB:HD@[P12] (VB:HD@[P11] (like*S>VP:COMP^1@[P10] (S>VP:COMP*@[S9] ) ) ) ) ( )) ) )
1;6;469;(VP:COMP>PP:ADJ^1 (VP:COMP>NP:COMP@[P0] (VP:COMP>VB:HD )(NP:COMP )) (=== (PP:ADJ>NP:COMP^1 (PP:ADJ>IN:HD@[P4] (IN:HD@[P3] (in*VP:COMP>PP:ADJ^1@[P2] (VP:COMP>PP:ADJ*@[S1] ) ) ) ) (=== (the*PP:ADJ>NP:COMP^1@[P6] (PP:ADJ>NP:COMP*@[S5] ) ) ) ) ) )
1;7;10;(TOP>PUNC^1 (TOP>S@[P2] (TOP>UH )(S@[A1] (S>VP:COMP@[P0] (S>,:PAR )(VP:COMP )) ) ) (PUNC@[A5] (.*TOP>PUNC^1@[P4] (TOP>PUNC*@[S3] ) ) ) )
1;3;408;(TOP>NP (TOP>UH )(NP@[A2] (CNUM:HD@[P1] (CD@[P0] (two )) ) ) )
1;3;195;(TOP>WP (WP@[P2] (what*START^1@[P1] (START*@[S0] ) ) ) )
1;15;276;(TOP>S^1 (TOP>ADVP@[P4] (TOP>ADVP )(ADVP@[A3] (RB:HD@[P2] (about*TOP>ADVP^1@[P1] (TOP>ADVP*@[S0] ) ) ) ) ) (=== (S>VP:COMP^1 (S>NP:COMP^1@[P13] (S>VBP:HD@[P8] (VBP:HD@[P7] (let*TOP>S^1@[P6] (TOP>S*@[S5] ) ) ) ) (NP:COMP@[A12] (PP:HD@[P11] (us*S>NP:COMP^1@[P10] (S>NP:COMP*@[S9] ) ) ) ) ) (=== (see*S>VP:COMP^1@[P15] (S>VP:COMP*@[S14] ) ) ) ) ) )
1;6;397;(S>VBZ:HD^1 (S>ADVP:FLQ@[P5] (ADVP:FLQ@[P4] (PR@[P3] (WRB@[P2] (when*START^1@[P1] (START*@[S0] ) ) ) ) ) ) ( ))
1;17;116;(S>NP:SBJ^1 (S>VBP:HD^1@[P15] (S>NP:FLQ@[P11] (NP:FLQ@[P10] (NP:FLQ>NN:HD^1@[P9] (NP:FLQ>DTP:SPR@[P5] (DTP:SPR@[P4] (DT@[P3] (WDT@[P2] (what*START^1@[P1] (START*@[S0] ) ) ) ) ) ) (NN:HD@[A8] (time*NP:FLQ>NN:HD^1@[P7] (NP:FLQ>NN:HD*@[S6] ) ) ) ) ) ) (VBP:HD@[A14] (do*S>VBP:HD^1@[P13] (S>VBP:HD*@[S12] ) ) ) ) (=== (the*S>NP:SBJ^1@[P17] (S>NP:SBJ*@[S16] ) ) ) )
1;14;10;(S>VP:COMP (S>,:PAR )(VP:COMP@[A13] (VP:COMP>ADVP:ADJ^1@[P12] (VP:COMP>NP:COMP^1@[P7] (VP:COMP>VB:HD@[P2] (VB:HD@[P1] (meet@[P0] (S>VP:COMP^1 )) ) ) (NP:COMP@[A6] (PP:HD@[P5] (you*VP:COMP>NP:COMP^1@[P4] (VP:COMP>NP:COMP*@[S3] ) ) ) ) ) (ADVP:ADJ@[A11] (RB:HD@[P10] (then*VP:COMP>ADVP:ADJ^1@[P9] (VP:COMP>ADVP:ADJ*@[S8] ) ) ) ) ) ) )
1;6;710;(S>VBP:HD^1 (S>NP:SBJ@[P4] (NP:SBJ@[P3] (PP:HD@[P2] (we*START^1@[P1] (START*@[S0] ) ) ) ) ) (=== (do*S>VBP:HD^1@[P6] (S>VBP:HD*@[S5] ) ) ) )
1;4;177;(PP:COMP>NP:COMP^1 (PP:COMP>IN:HD@[P2] (IN:HD@[P1] (of@[P0] (NP:COMP>PP:COMP^1 )) ) ) (=== (that*PP:COMP>NP:COMP^1@[P4] (PP:COMP>NP:COMP*@[S3] ) ) ) )
1;20;757;(S>VP:COMP^1 (S>NP:SBJ^1@[P14] (S>VBP:HD^1@[P9] (S>NP:FLQ@[P5] (NP:FLQ@[P4] (PR@[P3] (WP@[P2] (what*START^1@[P1] (START*@[S0] ) ) ) ) ) ) (VBP:HD@[A8] (do*S>VBP:HD^1@[P7] (S>VBP:HD*@[S6] ) ) ) ) (NP:SBJ@[A13] (PP:HD@[P12] (you*S>NP:SBJ^1@[P11] (S>NP:SBJ*@[S10] ) ) ) ) ) (=== (VP:COMP>PP:ADJ^1 (VP:COMP>VB:HD@[P18] (VB:HD@[P17] (think*S>VP:COMP^1@[P16] (S>VP:COMP*@[S15] ) ) ) ) (=== (about*VP:COMP>PP:ADJ^1@[P20] (VP:COMP>PP:ADJ*@[S19] ) ) ) ) ) )
1;10;901;(S>PP:ADJ^1 (S>AP:COMP@[P4] (S>VBP:HD )(AP:COMP@[A3] (JJ:HD@[P2] (good*S>AP:COMP^1@[P1] (S>AP:COMP*@[S0] ) ) ) ) ) (=== (PP:ADJ>NP:COMP^1 (PP:ADJ>IN:HD@[P8] (IN:HD@[P7] (for*S>PP:ADJ^1@[P6] (S>PP:ADJ*@[S5] ) ) ) ) (=== (that*PP:ADJ>NP:COMP^1@[P10] (PP:ADJ>NP:COMP*@[S9] ) ) ) ) ) )
1;12;106;(S>VP:COMP (S>ADVP:ADJ )(VP:COMP@[A11] (VP:COMP>VP:COMP@[P10] (VP:COMP>VB:HD )(VP:COMP@[A9] (VP:COMP>VP:COMP@[P8] (VP:COMP>TO:HD )(VP:COMP@[A7] (VP:COMP>NP:COMP^1@[P6] (VP:COMP>VB:HD@[P0] (VB:HD )) (NP:COMP@[A5] (PR@[P4] (DT@[P3] (that*VP:COMP>NP:COMP^1@[P2] (VP:COMP>NP:COMP*@[S1] ) ) ) ) ) ) ) ) ) ) ) )
1;6;512;(NP>NP^1 (NP>CNJ@[P4] (CNJ@[P3] (CC@[P2] (and*START^1@[P1] (START*@[S0] ) ) ) ) ) (=== (we*NP>NP^1@[P6] (NP>NP*@[S5] ) ) ) )
1;6;725;(S>VBP:HD^1 (S>NP:SBJ@[P4] (NP:SBJ@[P3] (PP:HD@[P2] (I*START^1@[P1] (START*@[S0] ) ) ) ) ) (=== (1capN_dashN_slshN_alfY_digN_sfx:NONE*S>VBP:HD^1@[P6] (S>VBP:HD*@[S5] ) ) ) )
1;9;768;(S (S>MD:HD^1@[P8] (S>NP:SBJ@[P4] (NP:SBJ@[P3] (PP:HD@[P2] (I*START^1@[P1] (START*@[S0] ) ) ) ) ) (MD:HD@[A7] (will*S>MD:HD^1@[P6] (S>MD:HD*@[S5] ) ) ) ) )
1;5;66;(S>NP:SBJ^1 (S>VBZ:HD@[P3] (VBZ:HD@[P2] (is*START^1@[P1] (START*@[S0] ) ) ) ) (=== (two*S>NP:SBJ^1@[P5] (S>NP:SBJ*@[S4] ) ) ) )
1;6;495;(TOP>S^1 (TOP>DTP@[P5] (DTP@[P4] (DT@[P3] (DT@[P2] (the*START^1@[P1] (START*@[S0] ) ) ) ) ) ) ( ))
1;4;599;(S>VP:COMP (S>NP:COMP )(VP:COMP@[A3] (VP:COMP>PP:ADJ@[P2] (VP:COMP>NP:COMP )(PP:ADJ@[A1] (PP:ADJ>NP:COMP@[P0] (PP:ADJ>IN:HD )(NP:COMP )) ) ) ) )
1;12;724;(TOP>PUNC^1 (TOP>ADVP@[P11] (ADVP@[P10] (ADVP>ADVP^1@[P9] (ADVP>CNJ@[P4] (CNJ@[P3] (CC@[P2] (and*START^1@[P1] (START*@[S0] ) ) ) ) ) (ADVP@[A8] (RB:HD@[P7] (then*ADVP>ADVP^1@[P6] (ADVP>ADVP*@[S5] ) ) ) ) ) ) ) ( ))
