freq;,length;occ;cxs
1;4;129;(S>AP:COMP^1 (S>VBP:HD@[P3] (S>NP:SBJ )(VBP:HD@[A2] (are*S>VBP:HD^1@[P1] (S>VBP:HD*@[S0] ) ) ) ) ( ))
1;6;426;(S>S^1 (S>CNJ@[P4] (CNJ@[P3] (CC@[P2] (or*START^1@[P1] (START*@[S0] ) ) ) ) ) (=== (do*S>S^1@[P6] (S>S*@[S5] ) ) ) )
1;10;398;(S>S^1 (S>,:PAR^1@[P8] (S>CNJ@[P4] (CNJ@[P3] (CC@[P2] (or*START^1@[P1] (START*@[S0] ) ) ) ) ) (,:PAR@[A7] (,*S>,:PAR^1@[P6] (S>,:PAR*@[S5] ) ) ) ) (=== (is*S>S^1@[P10] (S>S*@[S9] ) ) ) )
1;6;866;(S>NP:SBJ^1 (S>ADVP:ADJ@[P4] (ADVP:ADJ@[P3] (RB:HD@[P2] (so*START^1@[P1] (START*@[S0] ) ) ) ) ) (=== (anytime*S>NP:SBJ^1@[P6] (S>NP:SBJ*@[S5] ) ) ) )
1;4;738;(VP:COMP>NP:COMP (VP:COMP>VB:HD )(NP:COMP@[A3] (NP:COMP>S:ADJ@[P2] (NP:COMP>NN:HD )(S:ADJ@[A1] (S:ADJ>VP:COMP@[P0] (S:ADJ>MD:HD )(VP:COMP )) ) ) ) )
1;4;908;(TOP>S (TOP>S )(S@[A3] (S>VBZ:HD@[P2] (S>NP:SBJ )(VBZ:HD@[A1] (sounds@[P0] (S>VBZ:HD^1 )) ) ) ) )
1;19;200;(TOP>S^1 (TOP>UH@[P3] (UH@[P2] (yeah*START^1@[P1] (START*@[S0] ) ) ) ) (=== (S>PP:ADJ^1 (S>AP:COMP^1@[P18] (S>VBZ:HD^1@[P13] (S>NP:SBJ@[P9] (NP:SBJ@[P8] (PR@[P7] (DT@[P6] (that*TOP>S^1@[P5] (TOP>S*@[S4] ) ) ) ) ) ) (VBZ:HD@[A12] (is*S>VBZ:HD^1@[P11] (S>VBZ:HD*@[S10] ) ) ) ) (AP:COMP@[A17] (JJ:HD@[P16] (fine*S>AP:COMP^1@[P15] (S>AP:COMP*@[S14] ) ) ) ) ) ( )) ) )
1;15;196;(S (S>NP:SBJ^1@[P14] (S>VBP:HD^1@[P9] (S>ADVP:FLQ@[P5] (ADVP:FLQ@[P4] (PR@[P3] (WRB@[P2] (how*START^1@[P1] (START*@[S0] ) ) ) ) ) ) (VBP:HD@[A8] (are*S>VBP:HD^1@[P7] (S>VBP:HD*@[S6] ) ) ) ) (NP:SBJ@[A13] (PP:HD@[P12] (you*S>NP:SBJ^1@[P11] (S>NP:SBJ*@[S10] ) ) ) ) ) )
1;29;589;(TOP>PUNC^1 (TOP>S@[P24] (S@[P23] (S>PP:ADJ^1@[P22] (S>AP:COMP^1@[P11] (S>VBZ:HD^1@[P6] (S>NP:SBQ@[P2] (NP:SBQ@[P1] (NP:SBQ>NN:HD@[P0] (NP:SBQ>DTP:SPR )(NN:HD )) ) ) (VBZ:HD@[A5] (is*S>VBZ:HD^1@[P4] (S>VBZ:HD*@[S3] ) ) ) ) (AP:COMP@[A10] (JJ:HD@[P9] (good*S>AP:COMP^1@[P8] (S>AP:COMP*@[S7] ) ) ) ) ) (PP:ADJ@[A21] (PP:ADJ>NP:COMP^1@[P20] (PP:ADJ>IN:HD@[P15] (IN:HD@[P14] (for*S>PP:ADJ^1@[P13] (S>PP:ADJ*@[S12] ) ) ) ) (NP:COMP@[A19] (PP:HD@[P18] (you*PP:ADJ>NP:COMP^1@[P17] (PP:ADJ>NP:COMP*@[S16] ) ) ) ) ) ) ) ) ) (PUNC@[A27] (.*TOP>PUNC^1@[P26] (TOP>PUNC*@[S25] ) ) ) )
1;10;717;(S>S^1 (S>CNJ@[P4] (CNJ@[P3] (CC@[P2] (and*START^1@[P1] (START*@[S0] ) ) ) ) ) (=== (S>VBD:HD^1 (S>NP:SBJ@[P9] (NP:SBJ@[P8] (PP:HD@[P7] (you*S>S^1@[P6] (S>S*@[S5] ) ) ) ) ) ( )) ) )
1;21;72;(TOP>PUNC^1 (TOP>S@[P16] (TOP>S )(S@[A15] (S>AP:COMP^1@[P14] (S>VBZ:HD^1@[P9] (S>NP:SBJ@[P5] (NP:SBJ@[P4] (PR@[P3] (DT@[P2] (that*TOP>S^1@[P1] (TOP>S*@[S0] ) ) ) ) ) ) (VBZ:HD@[A8] (is*S>VBZ:HD^1@[P7] (S>VBZ:HD*@[S6] ) ) ) ) (AP:COMP@[A13] (JJ:HD@[P12] (fine*S>AP:COMP^1@[P11] (S>AP:COMP*@[S10] ) ) ) ) ) ) ) (PUNC@[A19] (.*TOP>PUNC^1@[P18] (TOP>PUNC*@[S17] ) ) ) )
1;9;16;(TOP>S (TOP>UH )(S@[A8] (S>VP:COMP@[P7] (S>RB:ADJ )(VP:COMP@[A6] (VP:COMP>NP:COMP@[P5] (VP:COMP>VB:HD )(NP:COMP@[A4] (PR@[P3] (DT@[P2] (that*VP:COMP>NP:COMP^1@[P1] (VP:COMP>NP:COMP*@[S0] ) ) ) ) ) ) ) ) ) )
1;3;125;(VP:COMP>NP:COMP^1 (VP:COMP>VB:HD@[P2] (VB:HD@[P1] (1capN_dashN_slshN_alfY_digN_sfx:er@[P0] (S>VP:COMP^1 )) ) ) ( ))
1;12;797;(S>MD:HD^1 (S>NP:SBJ^1@[P10] (S>ADVP:ADJ@[P4] (ADVP:ADJ@[P3] (RB:HD@[P2] (so*START^1@[P1] (START*@[S0] ) ) ) ) ) (NP:SBJ@[A9] (PR@[P8] (DT@[P7] (that*S>NP:SBJ^1@[P6] (S>NP:SBJ*@[S5] ) ) ) ) ) ) (=== (would*S>MD:HD^1@[P12] (S>MD:HD*@[S11] ) ) ) )
1;6;24;(NP>NP (NP>,:PAR )(NP@[A5] (NP>RB:ADJ^1@[P4] (NP>CNUM:HD@[P0] (CNUM:HD )) (RB:ADJ@[A3] (o'clock*NP>RB:ADJ^1@[P2] (NP>RB:ADJ*@[S1] ) ) ) ) ) )
1;7;125;(S>VP:COMP (S>NP:PAR )(VP:COMP@[A6] (VP:COMP>NP:COMP@[P5] (VP:COMP>VB:HD )(NP:COMP@[A4] (PR@[P3] (DT@[P2] (that*VP:COMP>NP:COMP^1@[P1] (VP:COMP>NP:COMP*@[S0] ) ) ) ) ) ) ) )
1;3;275;(NP>NP:HD (NP:HD@[P2] (Wednesday*START^1@[P1] (START*@[S0] ) ) ) )
1;18;325;(TOP>PUNC^1 (TOP>S@[P13] (S@[P12] (S>PP:ADJ^1@[P11] (S>NP:SBJ@[P0] (S>VBZ:HD )(NP:SBJ )) (PP:ADJ@[A10] (PP:ADJ>NP:COMP^1@[P9] (PP:ADJ>IN:HD@[P4] (IN:HD@[P3] (for*S>PP:ADJ^1@[P2] (S>PP:ADJ*@[S1] ) ) ) ) (NP:COMP@[A8] (PP:HD@[P7] (you*PP:ADJ>NP:COMP^1@[P6] (PP:ADJ>NP:COMP*@[S5] ) ) ) ) ) ) ) ) ) (PUNC@[A16] (.*TOP>PUNC^1@[P15] (TOP>PUNC*@[S14] ) ) ) )
1;5;252;(S>ADVP:FLQ^1 (S>ADVP:ADJ@[P4] (ADVP:ADJ@[P3] (RB:HD@[P2] (so*START^1@[P1] (START*@[S0] ) ) ) ) ) ( ))
1;7;882;(TOP>S (S@[P6] (S>NP:COMP@[P5] (S>VBZ:HD )(NP:COMP@[A4] (NP:COMP>RB:ADJ@[P3] (NP:COMP>CNUM:HD )(RB:ADJ@[A2] (o'clock*NP:COMP>RB:ADJ^1@[P1] (NP:COMP>RB:ADJ*@[S0] ) ) ) ) ) ) ) )
1;10;370;(S>VP:COMP (S>MD:HD )(VP:COMP@[A9] (VP:COMP>NP:COMP^1@[P8] (VP:COMP>VB:HD@[P2] (VB:HD@[P1] (1capN_dashN_slshN_alfY_digN_sfx:NONE@[P0] (S>VP:COMP^1 )) ) ) (NP:COMP@[A7] (PR@[P6] (DT@[P5] (that*VP:COMP>NP:COMP^1@[P4] (VP:COMP>NP:COMP*@[S3] ) ) ) ) ) ) ) )
1;9;204;(S>VP:COMP^1 (S>MD:HD^1@[P7] (S>NP:SBJ@[P3] (NP:SBJ@[P2] (PP:HD@[P1] (we@[P0] (S>S^1 )) ) ) ) (MD:HD@[A6] (will*S>MD:HD^1@[P5] (S>MD:HD*@[S4] ) ) ) ) (=== (do*S>VP:COMP^1@[P9] (S>VP:COMP*@[S8] ) ) ) )
1;24;98;(S>AP:COMP^1 (S>RB:ADJ^1@[P22] (S>VBZ:HD^1@[P18] (S>NP:SBJ^1@[P14] (S>,:PAR^1@[P8] (S>ADVP:ADJ@[P4] (ADVP:ADJ@[P3] (RB:HD@[P2] (so*START^1@[P1] (START*@[S0] ) ) ) ) ) (,:PAR@[A7] (,*S>,:PAR^1@[P6] (S>,:PAR*@[S5] ) ) ) ) (NP:SBJ@[A13] (PR@[P12] (DT@[P11] (that*S>NP:SBJ^1@[P10] (S>NP:SBJ*@[S9] ) ) ) ) ) ) (VBZ:HD@[A17] (is*S>VBZ:HD^1@[P16] (S>VBZ:HD*@[S15] ) ) ) ) (RB:ADJ@[A21] (not*S>RB:ADJ^1@[P20] (S>RB:ADJ*@[S19] ) ) ) ) (=== (good*S>AP:COMP^1@[P24] (S>AP:COMP*@[S23] ) ) ) )
1;10;247;(S>S^1 (S>CNJ@[P4] (CNJ@[P3] (CC@[P2] (and*START^1@[P1] (START*@[S0] ) ) ) ) ) (=== (S>NP:COMP^1 (S>VBP:HD@[P8] (VBP:HD@[P7] (let*S>S^1@[P6] (S>S*@[S5] ) ) ) ) (=== (us*S>NP:COMP^1@[P10] (S>NP:COMP*@[S9] ) ) ) ) ) )
1;4;656;(SUGG>CNJ (CNJ@[P3] (CC@[P2] (and*START^1@[P1] (START*@[S0] ) ) ) ) )
1;3;654;(NP:COMP>PP:ADJ (NP:COMP>CNUM:HD )(PP:ADJ@[A2] (PP:ADJ>NP:COMP@[P1] (PP:ADJ>IN:HD )(NP:COMP@[A0] (CNUM:HD ) ) ) ) )
1;15;130;(S>VP:COMP^1 (S>NP:COMP^1@[P13] (S>VBP:HD^1@[P8] (S>ADVP:ADJ@[P4] (ADVP:ADJ@[P3] (RB:HD@[P2] (so*START^1@[P1] (START*@[S0] ) ) ) ) ) (VBP:HD@[A7] (let*S>VBP:HD^1@[P6] (S>VBP:HD*@[S5] ) ) ) ) (NP:COMP@[A12] (PP:HD@[P11] (us*S>NP:COMP^1@[P10] (S>NP:COMP*@[S9] ) ) ) ) ) (=== (do*S>VP:COMP^1@[P15] (S>VP:COMP*@[S14] ) ) ) )
1;28;226;(TOP>PUNC^1 (TOP>S@[P23] (TOP>UH )(S@[A22] (S>VP:COMP^1@[P21] (S>MD:HD^1@[P9] (S>NP:SBJ^1@[P5] (S>ADVP:ADJ@[P0] (ADVP:ADJ )) (NP:SBJ@[A4] (PP:HD@[P3] (we*S>NP:SBJ^1@[P2] (S>NP:SBJ*@[S1] ) ) ) ) ) (MD:HD@[A8] (will*S>MD:HD^1@[P7] (S>MD:HD*@[S6] ) ) ) ) (VP:COMP@[A20] (VP:COMP>NP:COMP^1@[P19] (VP:COMP>VB:HD@[P13] (VB:HD@[P12] (do*S>VP:COMP^1@[P11] (S>VP:COMP*@[S10] ) ) ) ) (NP:COMP@[A18] (PR@[P17] (DT@[P16] (that*VP:COMP>NP:COMP^1@[P15] (VP:COMP>NP:COMP*@[S14] ) ) ) ) ) ) ) ) ) ) (PUNC@[A26] (.*TOP>PUNC^1@[P25] (TOP>PUNC*@[S24] ) ) ) )
1;4;886;(TOP>PUNC^1 (TOP>IN@[P3] (IN@[P2] (on*START^1@[P1] (START*@[S0] ) ) ) ) ( ))
1;7;707;(TOP>PUNC^1 (TOP>S@[P2] (S@[P1] (S>PP:ADJ@[P0] (S>NP:SBJ )(PP:ADJ )) ) ) (PUNC@[A5] (.*TOP>PUNC^1@[P4] (TOP>PUNC*@[S3] ) ) ) )
1;4;395;(S>S (S>CNJ )(S@[A3] (S>MD:HD@[P2] (S>NP:SBJ )(MD:HD@[A1] (would@[P0] (S>MD:HD^1 )) ) ) ) )
1;15;190;(TOP>S^1 (TOP>UH@[P3] (UH@[P2] (okay*START^1@[P1] (START*@[S0] ) ) ) ) (=== (S>AP:COMP^1 (S>VBZ:HD^1@[P13] (S>NP:SBJ@[P9] (NP:SBJ@[P8] (PR@[P7] (DT@[P6] (that*TOP>S^1@[P5] (TOP>S*@[S4] ) ) ) ) ) ) (VBZ:HD@[A12] (sounds*S>VBZ:HD^1@[P11] (S>VBZ:HD*@[S10] ) ) ) ) (=== (fine*S>AP:COMP^1@[P15] (S>AP:COMP*@[S14] ) ) ) ) ) )
1;15;300;(TOP>PUNC^1 (TOP>S@[P10] (TOP>UH )(S@[A9] (S>AP:COMP^1@[P8] (S>VBZ:HD@[P3] (S>NP:SBJ )(VBZ:HD@[A2] (is*S>VBZ:HD^1@[P1] (S>VBZ:HD*@[S0] ) ) ) ) (AP:COMP@[A7] (JJ:HD@[P6] (good*S>AP:COMP^1@[P5] (S>AP:COMP*@[S4] ) ) ) ) ) ) ) (PUNC@[A13] (.*TOP>PUNC^1@[P12] (TOP>PUNC*@[S11] ) ) ) )
1;10;456;(PP:ADJ>NP:COMP^1 (PP:ADJ>IN:HD@[P2] (IN:HD@[P1] (in@[P0] (NP:SBJ>PP:ADJ^1 )) ) ) (=== (NP:COMP>NN:HD^1 (NP:COMP>DTP:SPR@[P8] (DTP:SPR@[P7] (DT@[P6] (DT@[P5] (the*PP:ADJ>NP:COMP^1@[P4] (PP:ADJ>NP:COMP*@[S3] ) ) ) ) ) ) (=== (morning*NP:COMP>NN:HD^1@[P10] (NP:COMP>NN:HD*@[S9] ) ) ) ) ) )
1;10;179;(S>VP:COMP^1 (S>MD:HD^1@[P8] (S>NP:SBJ@[P4] (NP:SBJ@[P3] (PP:HD@[P2] (I*START^1@[P1] (START*@[S0] ) ) ) ) ) (MD:HD@[A7] (can*S>MD:HD^1@[P6] (S>MD:HD*@[S5] ) ) ) ) (=== (do*S>VP:COMP^1@[P10] (S>VP:COMP*@[S9] ) ) ) )
1;11;324;(TOP>PUNC^1 (TOP>S@[P6] (S@[P5] (S>NP:SBJ@[P4] (S>VBZ:HD )(NP:SBJ@[A3] (PR@[P2] (DT@[P1] (that@[P0] (S>NP:SBJ^1 )) ) ) ) ) ) ) (PUNC@[A9] (.*TOP>PUNC^1@[P8] (TOP>PUNC*@[S7] ) ) ) )
1;11;556;(VP:COMP>VP:COMP^1 (VP:COMP>VB:HD@[P1] (VB:HD@[P0] (have )) ) (=== (VP:COMP>VP:COMP^1 (VP:COMP>TO:HD@[P5] (TO:HD@[P4] (to*VP:COMP>VP:COMP^1@[P3] (VP:COMP>VP:COMP*@[S2] ) ) ) ) (=== (VP:COMP>NP:COMP^1 (VP:COMP>VB:HD@[P9] (VB:HD@[P8] (do*VP:COMP>VP:COMP^1@[P7] (VP:COMP>VP:COMP*@[S6] ) ) ) ) (=== (it*VP:COMP>NP:COMP^1@[P11] (VP:COMP>NP:COMP*@[S10] ) ) ) ) ) ) ) )
1;4;582;(PP:ADJ>NP:COMP^1 (PP:ADJ>IN:HD@[P2] (IN:HD@[P1] (in@[P0] (VP:COMP>PP:ADJ^1 )) ) ) (=== (December*PP:ADJ>NP:COMP^1@[P4] (PP:ADJ>NP:COMP*@[S3] ) ) ) )
1;14;63;(S>VP:COMP^1 (S>MD:HD^1@[P9] (S>NP:SBJ@[P5] (NP:SBJ@[P4] (PR@[P3] (DT@[P2] (that*START^1@[P1] (START*@[S0] ) ) ) ) ) ) (MD:HD@[A8] (would*S>MD:HD^1@[P7] (S>MD:HD*@[S6] ) ) ) ) (=== (VP:COMP>,:PAR^1 (VP:COMP>VB:HD@[P13] (VB:HD@[P12] (be*S>VP:COMP^1@[P11] (S>VP:COMP*@[S10] ) ) ) ) ( )) ) )
1;4;558;(VP>ADVP:ADJ (ADVP:ADJ@[P3] (RB:HD@[P2] (so*START^1@[P1] (START*@[S0] ) ) ) ) )
1;3;857;(VP:COMP>ADVP:ADJ^1 (VP:COMP>VB:HD@[P2] (VB:HD@[P1] (think@[P0] (S>VP:COMP^1 )) ) ) ( ))
1;4;521;(PP:COMP>NP:COMP^1 (PP:COMP>IN:HD@[P2] (IN:HD@[P1] (like@[P0] (S>PP:COMP^1 )) ) ) (=== (that*PP:COMP>NP:COMP^1@[P4] (PP:COMP>NP:COMP*@[S3] ) ) ) )
1;4;301;(S>VP:COMP^1 (S>NP:SBJ@[P3] (S>MD:HD )(NP:SBJ@[A2] (PP:HD@[P1] (it@[P0] (S>NP:SBJ^1 )) ) ) ) ( ))
1;27;795;(S>VP:COMP^1 (S>NP:SBJ^1@[P8] (S>VBP:HD@[P3] (VBP:HD@[P2] (do*START^1@[P1] (START*@[S0] ) ) ) ) (NP:SBJ@[A7] (PP:HD@[P6] (you*S>NP:SBJ^1@[P5] (S>NP:SBJ*@[S4] ) ) ) ) ) (=== (VP:COMP>VP:COMP^1 (VP:COMP>VB:HD@[P12] (VB:HD@[P11] (want*S>VP:COMP^1@[P10] (S>VP:COMP*@[S9] ) ) ) ) (=== (VP:COMP>VP:COMP^1 (VP:COMP>TO:HD@[P16] (TO:HD@[P15] (to*VP:COMP>VP:COMP^1@[P14] (VP:COMP>VP:COMP*@[S13] ) ) ) ) (=== (VP:COMP (VP:COMP>NP:COMP^1@[P26] (VP:COMP>VB:HD@[P20] (VB:HD@[P19] (do*VP:COMP>VP:COMP^1@[P18] (VP:COMP>VP:COMP*@[S17] ) ) ) ) (NP:COMP@[A25] (PR@[P24] (DT@[P23] (that*VP:COMP>NP:COMP^1@[P22] (VP:COMP>NP:COMP*@[S21] ) ) ) ) ) ) ) ) ) ) ) ) )
1;10;819;(TOP>S^1 (TOP>UH@[P3] (UH@[P2] (okay*START^1@[P1] (START*@[S0] ) ) ) ) (=== (S>S^1 (S>CNJ@[P8] (CNJ@[P7] (CC@[P6] (and*TOP>S^1@[P5] (TOP>S*@[S4] ) ) ) ) ) (=== (do*S>S^1@[P10] (S>S*@[S9] ) ) ) ) ) )
1;16;815;(TOP>PUNC^1 (TOP>S@[P15] (S@[P14] (S>VP:COMP^1@[P13] (S>NP:SBJ^1@[P8] (S>VBP:HD@[P3] (VBP:HD@[P2] (do*START^1@[P1] (START*@[S0] ) ) ) ) (NP:SBJ@[A7] (PP:HD@[P6] (you*S>NP:SBJ^1@[P5] (S>NP:SBJ*@[S4] ) ) ) ) ) (VP:COMP@[A12] (VB:HD@[P11] (have*S>VP:COMP^1@[P10] (S>VP:COMP*@[S9] ) ) ) ) ) ) ) ( ))
1;10;786;(S>NP:COMP^1 (S>VBZ:HD^1@[P8] (S>NP:SBJ@[P4] (NP:SBJ@[P3] (PR@[P2] (DT@[P1] (that@[P0] (TOP>S^1 )) ) ) ) ) (VBZ:HD@[A7] (is*S>VBZ:HD^1@[P6] (S>VBZ:HD*@[S5] ) ) ) ) (=== (the*S>NP:COMP^1@[P10] (S>NP:COMP*@[S9] ) ) ) )
1;23;625;(S>VP:COMP^1 (S>MD:HD^1@[P13] (S>NP:SBJ^1@[P9] (S>ADVP:ADJ@[P4] (ADVP:ADJ@[P3] (RB:HD@[P2] (so*START^1@[P1] (START*@[S0] ) ) ) ) ) (NP:SBJ@[A8] (PP:HD@[P7] (I*S>NP:SBJ^1@[P6] (S>NP:SBJ*@[S5] ) ) ) ) ) (MD:HD@[A12] (will*S>MD:HD^1@[P11] (S>MD:HD*@[S10] ) ) ) ) (=== (VP:COMP>NP:ADJ^1 (VP:COMP>NP:COMP^1@[P22] (VP:COMP>VB:HD@[P17] (VB:HD@[P16] (see*S>VP:COMP^1@[P15] (S>VP:COMP*@[S14] ) ) ) ) (NP:COMP@[A21] (PP:HD@[P20] (you*VP:COMP>NP:COMP^1@[P19] (VP:COMP>NP:COMP*@[S18] ) ) ) ) ) ( )) ) )
1;3;654;(PP:ADJ>NP:COMP^1 (PP:ADJ>IN:HD@[P1] (IN:HD@[P0] (to )) ) (=== (1capN_dashN_slshN_alfY_digN_sfx:NONE*PP:ADJ>NP:COMP^1@[P3] (PP:ADJ>NP:COMP*@[S2] ) ) ) )
1;4;535;(NP (CNUM:HD@[P3] (CD@[P2] (1capN_dashN_slshN_alfY_digN_sfx:NONE*START^1@[P1] (START*@[S0] ) ) ) ) )
1;5;150;(S:COMP>VP:COMP (S:COMP>MD:HD )(VP:COMP@[A4] (VP:COMP>ADVP:ADJ@[P3] (VP:COMP>NP:COMP )(ADVP:ADJ@[A2] (RB:HD@[P1] (there@[P0] (VP:COMP>ADVP:ADJ^1 )) ) ) ) ) )
1;11;461;(NP:COMP>NN:HD^1 (NP:COMP>AP:ADJ^1@[P9] (NP:COMP>DTP:SPR@[P4] (DTP:SPR@[P3] (DT@[P2] (DT@[P1] (a@[P0] (S>NP:COMP^1 )) ) ) ) ) (AP:ADJ@[A8] (JJ:HD@[P7] (good*NP:COMP>AP:ADJ^1@[P6] (NP:COMP>AP:ADJ*@[S5] ) ) ) ) ) (=== (thing*NP:COMP>NN:HD^1@[P11] (NP:COMP>NN:HD*@[S10] ) ) ) )
1;18;475;(VP:COMP>VP:COMP (VP:COMP>TO:HD )(VP:COMP@[A17] (VP:COMP>PP:ADJ@[P16] (VP:COMP>VB:HD )(PP:ADJ@[A15] (PP:ADJ>NP:COMP^1@[P14] (PP:ADJ>IN:HD@[P2] (IN:HD@[P1] (in@[P0] (VP:COMP>PP:ADJ^1 )) ) ) (NP:COMP@[A13] (NP:COMP>NN:HD^1@[P12] (NP:COMP>DTP:SPR@[P8] (DTP:SPR@[P7] (DT@[P6] (DT@[P5] (the*PP:ADJ>NP:COMP^1@[P4] (PP:ADJ>NP:COMP*@[S3] ) ) ) ) ) ) (NN:HD@[A11] (morning*NP:COMP>NN:HD^1@[P10] (NP:COMP>NN:HD*@[S9] ) ) ) ) ) ) ) ) ) )
1;20;93;(TOP>S^1 (TOP>NP^1@[P9] (TOP>UH@[P3] (UH@[P2] (well*START^1@[P1] (START*@[S0] ) ) ) ) (NP@[A8] (PR@[P7] (DT@[P6] (that*TOP>NP^1@[P5] (TOP>NP*@[S4] ) ) ) ) ) ) (=== (S (S>VBZ:HD^1@[P19] (S>NP:SBJ@[P15] (NP:SBJ@[P14] (PR@[P13] (DT@[P12] (that*TOP>S^1@[P11] (TOP>S*@[S10] ) ) ) ) ) ) (VBZ:HD@[A18] (is*S>VBZ:HD^1@[P17] (S>VBZ:HD*@[S16] ) ) ) ) ) ) )
1;5;240;(S>MD:HD^1 (S>NP:SBJ@[P3] (NP:SBJ@[P2] (PP:HD@[P1] (I@[P0] (S>S^1 )) ) ) ) (=== (can*S>MD:HD^1@[P5] (S>MD:HD*@[S4] ) ) ) )
1;11;295;(TOP>PUNC^1 (TOP>S@[P10] (S@[P9] (S>VBP:HD^1@[P8] (S>NP:SBJ@[P4] (NP:SBJ@[P3] (PP:HD@[P2] (I*START^1@[P1] (START*@[S0] ) ) ) ) ) (VBP:HD@[A7] (see*S>VBP:HD^1@[P6] (S>VBP:HD*@[S5] ) ) ) ) ) ) ( ))
1;10;318;(S>NP:SBJ^1 (S>VBP:HD^1@[P8] (S>ADVP:ADJ@[P4] (ADVP:ADJ@[P3] (RB:HD@[P2] (so*START^1@[P1] (START*@[S0] ) ) ) ) ) (VBP:HD@[A7] (do*S>VBP:HD^1@[P6] (S>VBP:HD*@[S5] ) ) ) ) (=== (I*S>NP:SBJ^1@[P10] (S>NP:SBJ*@[S9] ) ) ) )
1;9;155;(TOP>UH^1 (TOP>ADVP^1@[P8] (TOP>UH@[P3] (UH@[P2] (okay*START^1@[P1] (START*@[S0] ) ) ) ) (ADVP@[A7] (RB:HD@[P6] (so*TOP>ADVP^1@[P5] (TOP>ADVP*@[S4] ) ) ) ) ) ( ))
1;22;579;(S>S:COMP^1 (S>VBP:HD^1@[P8] (S>NP:SBJ@[P4] (NP:SBJ@[P3] (PP:HD@[P2] (I*START^1@[P1] (START*@[S0] ) ) ) ) ) (VBP:HD@[A7] (think*S>VBP:HD^1@[P6] (S>VBP:HD*@[S5] ) ) ) ) (=== (S:COMP>VP:COMP^1 (S:COMP>MD:HD^1@[P18] (S:COMP>NP:SBJ@[P14] (NP:SBJ@[P13] (PR@[P12] (DT@[P11] (that*S>S:COMP^1@[P10] (S>S:COMP*@[S9] ) ) ) ) ) ) (MD:HD@[A17] (would*S:COMP>MD:HD^1@[P16] (S:COMP>MD:HD*@[S15] ) ) ) ) (=== (VP:COMP (VB:HD@[P21] (be*S:COMP>VP:COMP^1@[P20] (S:COMP>VP:COMP*@[S19] ) ) ) ) ) ) ) )
1;14;163;(VP:COMP>ADVP:ADJ^1 (VP:COMP>NP:ADJ^1@[P13] (VP:COMP>VB:HD@[P0] (VB:HD )) (NP:ADJ@[A12] (NP:ADJ>ONUM:HD^1@[P11] (NP:ADJ>DTP:SPR@[P6] (DTP:SPR@[P5] (DT@[P4] (DT@[P3] (the*VP:COMP>NP:ADJ^1@[P2] (VP:COMP>NP:ADJ*@[S1] ) ) ) ) ) ) (ONUM:HD@[A10] (JJ@[P9] (1capN_dashN_slshN_alfY_digN_sfx:th*NP:ADJ>ONUM:HD^1@[P8] (NP:ADJ>ONUM:HD*@[S7] ) ) ) ) ) ) ) ( ))
1;3;513;(PP>NP:COMP (PP>IN:HD )(NP:COMP@[A2] (PR@[P1] (WP@[P0] (what )) ) ) )
1;5;286;(S>VBZ:HD^1 (S>NP:SBJ@[P4] (NP:SBJ@[P3] (NP:HD@[P2] (Wednesday*START^1@[P1] (START*@[S0] ) ) ) ) ) ( ))
1;10;142;(TOP>S^1 (TOP>UH@[P3] (UH@[P2] (okay*START^1@[P1] (START*@[S0] ) ) ) ) (=== (S>S^1 (S>CNJ@[P8] (CNJ@[P7] (CC@[P6] (and*TOP>S^1@[P5] (TOP>S*@[S4] ) ) ) ) ) (=== (where*S>S^1@[P10] (S>S*@[S9] ) ) ) ) ) )
1;3;668;(TOP>DTP^1 (TOP>S@[P2] (TOP>UH )(S@[A1] (S>S@[P0] (S>CNJ )(S )) ) ) ( ))
1;18;72;(TOP>S^1 (TOP>S^1@[P17] (TOP>NP@[P5] (NP@[P4] (PR@[P3] (DT@[P2] (that*START^1@[P1] (START*@[S0] ) ) ) ) ) ) (S@[A16] (S>VBZ:HD^1@[P15] (S>NP:SBJ@[P11] (NP:SBJ@[P10] (PR@[P9] (DT@[P8] (that*TOP>S^1@[P7] (TOP>S*@[S6] ) ) ) ) ) ) (VBZ:HD@[A14] (is*S>VBZ:HD^1@[P13] (S>VBZ:HD*@[S12] ) ) ) ) ) ) ( ))
1;3;75;(S>PP:COMP (S>VBZ:HD )(PP:COMP@[A2] (PP:COMP>NP:COMP@[P1] (PP:COMP>IN:HD )(NP:COMP@[A0] (NN:HD ) ) ) ) )
1;17;592;(S>VP:COMP^1 (S>NP:SBJ^1@[P8] (S>MD:HD@[P3] (MD:HD@[P2] (would*START^1@[P1] (START*@[S0] ) ) ) ) (NP:SBJ@[A7] (PP:HD@[P6] (you*S>NP:SBJ^1@[P5] (S>NP:SBJ*@[S4] ) ) ) ) ) (=== (VP:COMP>VP:COMP^1 (VP:COMP>VB:HD@[P12] (VB:HD@[P11] (like*S>VP:COMP^1@[P10] (S>VP:COMP*@[S9] ) ) ) ) (=== (VP:COMP>,:PAR^1 (VP:COMP>TO:HD@[P16] (TO:HD@[P15] (to*VP:COMP>VP:COMP^1@[P14] (VP:COMP>VP:COMP*@[S13] ) ) ) ) ( )) ) ) ) )
